;Supplementary Table 2. Differential gene expression analyses in Dux WT and MZ-KO 2-cell embryos;;;;;;;;;;;;;;;;RPKM: Reads Per Kilobase of gene, per Million mapped reads
Gene Symbol;RPKM;;;;;;;;DESeq_output;;;;;;;Group (FC>2&FDR<0.05);Three RNA-seq replicates from each group were used for analyses. Negative binomial test from DESeq R package was used to compute FDR using raw read counts of each gene.  Differentially expressed genes were defined as (RPKM > 1 in either WT or MZ-KO, FDR < 0.05, and FC > 2)
;WT_rep1;WT_rep2;WT_rep3;MZ-KO_rep1;MZ-KO_rep2;MZ-KO_rep3;WT_mean;KO_mean;baseMean;baseMeanA;baseMeanB;fold change (FC);log2FC;pval;FDR;;Related to Figure 2A
Grlf1;3,31515;4,01394;4,88835;3,3218;4,4229;3,50769;4,07248;3,750796667;563,52465;578,1044175;548,9448824;0,949560089;-0,074668796;0,792324917;0,996509516;similar level;
Grm1;0,68819;0,462846;0,820696;0,773663;0,731893;0,975666;0,657244;0,827074;92,84455497;80,58644677;105,1026632;1,304222576;0,383190098;0,486388968;0,940102487;similar level;
Grm2;69,3029;64,7555;50,435;49,696;45,5433;46,0313;61,4978;47,0902;3125,237378;3497,899924;2752,574832;0,786922122;-0,345707229;0,138393815;0,67816871;similar level;
Grm3;1,12726;0,986232;1,12777;0,929306;0,297148;1,05728;1,080420667;0,761244667;59,80378828;70,94168896;48,66588759;0,685998435;-0,54372281;0,28613115;0,834145186;similar level;
Grm4;0,0437211;0,158105;0,186446;0,0242901;0,153118;0,23113;0,129424033;0,136179367;7,78822233;7,406115392;8,170329267;1,103186871;0,141677193;0,973905773;1;similar level;
Grm5;0,596833;0,541789;0,245656;0,52398;0,52183;0,311615;0,461426;0,452475;80,45944367;74,31474701;86,60414033;1,16536951;0,220787471;0,682908291;0,978587319;similar level;
Grm6;1,35028;0,919969;0,54623;0,994796;1,46207;0,400878;0,938826333;0,952581333;70,58114086;68,74035883;72,42192289;1,053557533;0,0752691;0,78673177;0,996020825;similar level;
Grm7;0,015234;0,0183632;0;0,152344;0;0,0134224;0,011199067;0,055255467;3,485304727;2,439165979;4,531443475;1,857783978;0,893582756;0,845031141;1;similar level;
Grm8;1,55205;1,70269;1,48733;1,74392;2,59221;1,88989;1,58069;2,07534;119,3861495;102,1663865;136,6059126;1,337092534;0,419099311;0,282856372;0,832204429;similar level;
Grn;5,54734;3,32626;2,73508;3,60349;3,83016;3,15817;3,86956;3,530606667;142,1529552;145,0017281;139,3041822;0,960707048;-0,057831522;0,893437134;1;similar level;
Grp;1,46815;0,331821;0,426873;0,7137;0,428472;0,970165;0,742281333;0,704112333;12,37028771;12,10665858;12,63391685;1,043551097;0,061501243;1;1;similar level;
Grpel1;48,1838;38,7642;31,7991;48,4756;42,7524;44,1912;39,58236667;45,13973333;2337,708677;2136,979657;2538,437697;1,187862359;0,248367677;0,317022853;0,855399477;similar level;
Grpel2;3,04344;3,55453;1,50387;3,67954;2,39311;4,02921;2,700613333;3,367286667;217,0467053;185,8494825;248,243928;1,335725689;0,417623759;0,256494944;0,811783875;similar level;
Grpr;0,0793822;0,287063;0,102582;0;0;0,0932559;0,1563424;0,0310853;4,927678705;7,909213724;1,946143687;0,246060323;-2,022916049;0,323048486;0,861462628;similar level;
Grrp1;2,66472;4,21139;1,60696;0,789566;1,47472;1,09565;2,82769;1,119978667;36,10628781;51,39038162;20,822194;0,405176871;-1,303376274;0,088913928;0,571445521;similar level;
Grsf1;70,4325;79,2389;85,1994;79,9882;78,9256;84,9438;78,29026667;81,28586667;3162,279074;3054,092569;3270,465578;1,070846906;0,098752239;0,719925187;0,985722141;similar level;
Grtp1;5,36303;4,35373;1,06077;2,43227;3,53495;2,74836;3,59251;2,905193333;71,97716103;75,59321621;68,36110584;0,90432858;-0,145081037;0,924942169;1;similar level;
Grwd1;24,714;37,0123;53,5319;19,8129;23,952;21,6179;38,4194;21,79426667;898,7075841;1130,520595;666,8945737;0,58990042;-0,761456658;0,005218814;0,138424162;similar level;
Grxcr1;0,558272;1,51413;0,973927;0,697857;0,380168;0,737822;1,015443;0,605282333;14,41162611;18,86447834;9,95877387;0,527911437;-0,921632173;0,380878782;0,88691989;similar level;
Grxcr2;2,11383;0,557381;1,79261;1,90836;1,54228;0,931225;1,487940333;1,460621667;27,83693997;25,58273085;30,0911491;1,176228968;0,234168926;0,930248622;1;similar level;
Gsc;0,811012;0,8272;0,72556;1,38638;1,408;0,989398;0,787924;1,261259333;17,43225426;13,27259577;21,59191275;1,626804065;0,702040501;0,501786706;0,942683273;similar level;
Gsc2;0,811953;0;0,539612;0,128884;0,180544;0,102199;0,450521667;0,137209;4,136600244;6,424978788;1,848221699;0,287661915;-1,797553869;0,40360788;0,903919296;similar level;
Gsdma;2,71399;2,14237;1,54563;1,6279;2,29909;1,8622;2,133996667;1,92973;98,7931161;103,005313;94,58091923;0,918213988;-0,123097684;0,869088002;1;similar level;
Gsdma2;0;0,0499196;0,417425;0,0460156;0;0;0,155781533;0,015338533;2,615256101;4,153119;1,077393203;0,25941785;-1,946650342;0,434841605;0,91928274;similar level;
Gsdma3;0,285325;0,286611;0,184356;0,317036;0,296074;0,125697;0,252097333;0,246269;8,15349459;8,268332309;8,038656872;0,972222278;-0,040641902;0,984421763;1;similar level;
Gsdmc;2,55837;1,57546;1,46616;0,957866;0,519406;0,857547;1,866663333;0,778273;59,02051551;84,50752065;33,53351037;0,39681096;-1,333476222;0,013954036;0,240768633;similar level;
Gsdmc2;18,149;22,8436;22,2793;9,929;16,0825;12,5388;21,09063333;12,8501;746,7516321;934,6908716;558,8123927;0,597857976;-0,742125289;0,011647019;0,218409124;similar level;
Gsdmc3;12,3123;13,1839;16,4032;6,90975;11,0413;10,38;13,96646667;9,443683333;457,9916706;543,5742369;372,4091043;0,685111764;-0,545588737;0,086157369;0,565457122;similar level;
Gsdmc4;6,66803;3,64996;5,41982;1,78964;5,56546;4,79654;5,245936667;4,050546667;175,2726415;198,2297446;152,3155383;0,768378826;-0,380110332;0,4990148;0,941705083;similar level;
Gsdmcl-ps;0,140337;0,169163;0;0,077967;0;0;0,103166667;0,025989;3,369957542;4,556527417;2,183387668;0,479177994;-1,06136644;0,743123159;0,990134598;similar level;
Gsdmd;2,23404;3,34295;1,55298;0,68478;0,449651;0,407248;2,376656667;0,513893;44,90224394;74,4627874;15,34170048;0,206031778;-2,279061221;0,00040592;0,027963386;down-regulated;
Gse1;2,9593;2,46271;2,83522;3,87629;2,76851;2,55394;2,75241;3,066246667;350,8323841;333,4840053;368,1807628;1,104043243;0,142796681;0,796811305;0,997502275;similar level;
Gsg1;0,178341;0;0,460929;0;0;0,104753;0,21309;0,034917667;2,427091481;4,235904404;0,618278558;0,145961405;-2,776341153;0,37044929;0,882205862;similar level;
Gsg1l;0,0325721;0,0392626;0,0252548;0;0;0,0860957;0,032363167;0,028698567;4,485317511;5,478794941;3,491840081;0,637337246;-0,64987112;0,78260769;0,995781926;similar level;
Gsg2;18,5183;34,4213;40,3181;28,2957;23,6521;26,1425;31,0859;26,0301;1286,394268;1372,375089;1200,413447;0,874697782;-0,193143459;0,373203559;0,883355575;similar level;
Gsk3a;8,89545;10,7286;9,38563;15,2469;12,554;9,25357;9,669893333;12,35149;363,9360342;307,9548293;419,9172391;1,363567638;0,447386265;0,20768622;0,767799405;similar level;
Gsk3b;7,4695;7,63737;9,77533;10,8394;8,45388;8,22402;8,294066667;9,172433333;1276,8556;1177,740604;1375,970597;1,168313796;0,224427818;0,518903921;0,947342808;similar level;
Gsn;2,27458;1,33443;0,179689;1,68533;1,86357;1,13448;1,262899667;1,561126667;62,03999617;53,09329645;70,98669589;1,337018054;0,419018946;0,530249145;0,950372106;similar level;
Gspt1;10,5744;10,6586;16,9222;10,8023;12,9879;13,3542;12,7184;12,38146667;1433,294277;1421,40624;1445,182314;1,016727149;0,023932566;1;1;similar level;
Gspt2;9,39356;9,69637;8,86306;10,0259;7,35176;7,71693;9,317663333;8,364863333;363,6895837;378,1176748;349,2614926;0,923684651;-0,1145277;0,614320941;0,968081828;similar level;
Gsr;7,6328;5,35471;6,16547;7,79933;8,88173;10,5526;6,384326667;9,077886667;400,661872;351,4816504;449,8420936;1,279845173;0,355969293;0,244018358;0,800483503;similar level;
Gss;10,8065;12,3197;13,1221;5,8206;5,5878;5,64828;12,08276667;5,68556;274,5554716;364,8835404;184,2274027;0,504893705;-0,985948404;0,001754604;0,070325943;similar level;
Gsta1;0,184076;0,221886;0,142723;0,204533;0,214886;0,243278;0,182895;0,220899;6,872443768;4,277868974;9,467018562;2,213022096;1,146017856;0,495255752;0,940942552;similar level;
Gsta2;3,34383;1,90337;2,37659;0,928864;4,26496;5,40133;2,541263333;3,531718;45,63374896;37,53954161;53,72795631;1,431236345;0,517261929;0,380318098;0,88643405;similar level;
Gsta3;3,99669;5,32476;2,89496;4,03184;2,70117;1,34369;4,072136667;2,692233333;85,79439229;95,21845191;76,37033267;0,802053921;-0,318228865;0,631727664;0,971964083;similar level;
Gsta4;98,5118;65,8522;46,7119;85,8388;66,8028;101,216;70,35863333;84,6192;1082,098573;961,2819834;1202,915164;1,251365556;0,323503299;0,317922633;0,856182443;similar level;
Gstcd;6,57123;7,34658;8,42038;5,07206;7,7492;7,55764;7,446063333;6,792966667;319,1026184;328,173626;310,0316108;0,944718241;-0,08204398;0,840384327;1;similar level;
Gstk1;11,8298;7,02947;2,13159;5,18378;7,00222;3,81688;6,996953333;5,334293333;83,87280564;93,99135465;73,75425663;0,784691921;-0,349801748;0,563328292;0,956637969;similar level;
Gstm1;198,842;73,2243;60,6615;152,394;132,84;124,413;110,9092667;136,549;2553,561247;2224,260707;2882,861787;1,296098869;0,374175774;0,26368229;0,81882245;similar level;
Gstm2;1,22004;0,173017;0,83467;1,03666;2,12242;1,26465;0,742575667;1,474576667;23,63531918;18,07866092;29,19197744;1,614720115;0,691284119;0,446597914;0,926346695;similar level;
Gstm3;4,36593;0,87712;0,470156;2,69508;1,93486;0,747975;1,904402;1,792638333;48,1436403;45,33511207;50,95216853;1,123900796;0,168514698;0,932188402;1;similar level;
Gstm4;10,1588;3,6467;2,18935;1,65489;4,47069;3,93647;5,331616667;3,354016667;103,0959086;124,9404187;81,25139842;0,650321163;-0,620775721;0,414398392;0,909218152;similar level;
Gstm5;482,1;305,515;233,518;241,508;319,72;392,287;340,3776667;317,8383333;3976,382001;4026,534901;3926,2291;0,975088804;-0,03639448;0,984785577;1;similar level;
Gstm6;3,89369;2,23133;1,18779;4,75198;3,67608;3,03697;2,437603333;3,821676667;60,24093829;45,98975759;74,492119;1,619754548;0,695775208;0,244011411;0,800483503;similar level;
Gstm7;2,47378;1,06024;0,12787;0,855156;0,513395;1,54994;1,22063;0,972830333;21,43169335;23,36973837;19,49364833;0,834140632;-0,26163746;0,775380198;0,994180638;similar level;
Gsto1;107,367;58,0795;46,0361;83,6083;78,7856;91,1449;70,4942;84,51293333;1313,671626;1161,916082;1465,427171;1,261216015;0,334815395;0,279169575;0,829572324;similar level;
Gsto2;2,98587;0,761355;1,33701;2,10546;1,69813;1,77071;1,694745;1,8581;41,17206163;37,54013149;44,80399177;1,193495867;0,25519357;0,702623081;0,983359605;similar level;
Gstp1;20,5939;11,6025;17,356;10,4464;16,2886;22,7797;16,51746667;16,5049;328,3278072;311,3986384;345,2569759;1,108729883;0,148907928;0,637701839;0,973205007;similar level;
Gstp2;12,6838;8,3758;10,5185;10,2944;9,87122;15,84;10,52603333;12,00187333;229,7125719;210,0605878;249,364556;1,18710777;0,247450914;0,448546579;0,926346695;similar level;
Gstt1;4,285;2,53881;0,39418;1,04908;2,31742;2,49562;2,405996667;1,95404;33,91483693;37,7832095;30,04646435;0,795233246;-0,330550022;0,780383677;0,995417097;similar level;
Gstt2;2,43989;1,25151;0,966008;1,32668;1,49484;1,28069;1,552469333;1,367403333;34,03966726;33,60853723;34,4707973;1,025655983;0,036546916;0,931253462;1;similar level;
Gstt3;12,5534;4,54832;1,0971;5,48265;3,3601;2,10981;6,066273333;3,650853333;159,7411215;199,2808499;120,2013931;0,603175835;-0,729349463;0,217421325;0,777002888;similar level;
Gstt4;1,59388;1,44095;0;1,85957;1,92268;2,9491;1,01161;2,243783333;23,33439655;14,02637557;32,64241752;2,327216845;1,218605644;0,172299486;0,730097505;similar level;
Gstz1;3,22799;2,13589;1,66074;1,88705;3,0918;2,91034;2,34154;2,62973;67,42417485;60,80025299;74,04809671;1,21789126;0,284385327;0,509952125;0,943990594;similar level;
Gsx1;0;0;0,389234;0;0,0901595;0,272191;0,129744667;0,1207835;3,390613943;3,478617808;3,302610079;0,94940297;-0,074907532;0,922665484;1;similar level;
Gsx2;0,207207;0;0,0321316;0;0;0,693749;0,079779533;0,231249667;4,535049436;3,196452575;5,873646296;1,837551523;0,877784702;0,639693149;0,973531412;similar level;
Gt(ROSA)26Sor;61,4561;81,0273;129,533;116,815;112,852;156,222;90,67213333;128,6296667;1644,206713;1298,527116;1989,88631;1,532417988;0,615809866;0,034038138;0,377638178;similar level;
Gtdc1;17,2946;22,9597;33,5134;17,3265;17,3309;21,5737;24,58923333;18,7437;981,8249312;1113,268011;850,3818514;0,763860852;-0,38861824;0,111326725;0,626882924;similar level;
Gtf2a1;48,6576;56,2128;97,525;93,465;73,0044;76,4802;67,46513333;80,9832;8894,57994;8026,771676;9762,388203;1,216228466;0,282414262;0,420756414;0,912987123;similar level;
Gtf2a1l;5,47675;5,9828;6,7677;1,66398;3,76281;2,75201;6,07575;2,726266667;127,6887657;172,8177547;82,55977672;0,477727401;-1,065740468;0,011568586;0,217349201;similar level;
Gtf2a2;667,354;503,831;933,395;700,103;819,726;980,436;701,5266667;833,4216667;9269,754744;8272,385451;10267,12404;1,24113221;0,311656805;0,227172183;0,784251976;similar level;
Gtf2b;187,223;214,89;223,162;135,906;147,325;172,285;208,425;151,8386667;3360,206185;3816,686911;2903,725459;0,760797395;-0,394415789;0,088137758;0,570715285;similar level;
Gtf2e1;21,4586;16,8349;11,6021;10,5421;10,4893;10,6035;16,63186667;10,54496667;689,5756953;826,4915247;552,6598659;0,668681831;-0,580608177;0,035727826;0,384437935;similar level;
Gtf2e2;73,4215;83,7691;72,9074;49,5503;92,2349;97,6837;76,69933333;79,82296667;1964,023906;1913,690346;2014,357466;1,052603662;0,073962319;0,68895205;0,979105781;similar level;
Gtf2f1;57,353;96,0938;71,2861;36,257;41,7444;52,9254;74,91096667;43,64226667;1700,18058;2105,618404;1294,742756;0,61489905;-0,701578517;0,004934693;0,135040413;similar level;
Gtf2f2;73,7168;119,538;95,6198;50,2215;51,514;59,9249;96,29153333;53,8868;1739,76464;2195,781958;1283,747323;0,58464244;-0,774373534;0,001245471;0,056758454;similar level;
Gtf2h1;47,3901;57,6129;77,6651;42,4593;52,2056;46,5642;60,88936667;47,07636667;2560,750628;2853,71836;2267,782895;0,794676492;-0,331560428;0,15177645;0,698016866;similar level;
Gtf2h2;45,9243;40,644;29,8603;41,494;47,2781;46,4614;38,80953333;45,07783333;1189,748749;1072,072103;1307,425396;1,219531216;0,286326687;0,207724636;0,767799405;similar level;
Gtf2h3;23,0713;22,3195;21,7257;14,6097;24,0873;14,622;22,37216667;17,773;907,577074;993,2445392;821,9096088;0,827499751;-0,273169217;0,488852133;0,940875545;similar level;
Gtf2h4;7,73445;9,78931;7,0297;7,11395;4,14667;5,41386;8,184486667;5,55816;186,6835514;214,4881587;158,878944;0,740735269;-0,432970064;0,19918038;0,760347894;similar level;
Gtf2h5;118,399;181,114;171,957;135,591;110,505;173,681;157,1566667;139,9256667;2584,938136;2676,797336;2493,078937;0,931366339;-0,102579352;0,661286044;0,974318977;similar level;
Gtf2i;7,34241;9,01694;9,14145;6,43157;7,7491;5,49258;8,500266667;6,55775;617,5678645;686,6210791;548,51465;0,798860779;-0,323983995;0,242142037;0,798999066;similar level;
Gtf2ird1;6,73506;4,82236;7,46546;5,4724;8,79247;10,114;6,34096;8,12629;661,8150142;572,0288808;751,6011477;1,313921679;0,393879282;0,210490682;0,770019091;similar level;
Gtf2ird2;0,222723;1,05151;0,532456;0,350591;0,115557;0,556003;0,602229667;0,340717;30,62047572;37,70504036;23,53591107;0,624211268;-0,679893693;0,365921579;0,880728903;similar level;
Gtf3a;29,493;32,573;32,054;21,8752;26,6123;26,6623;31,37333333;25,04993333;409,5344026;458,3519068;360,7168985;0,786986796;-0,345588664;0,282045998;0,831840732;similar level;
Gtf3c1;1,66375;2,60824;2,95358;2,02039;1,69812;1,77029;2,408523333;1,8296;266,0055628;296,5098676;235,501258;0,794244252;-0,332345351;0,250276717;0,807390257;similar level;
Gtf3c2;20,4886;26,4779;28,3567;20,2258;21,3472;20,4713;25,10773333;20,68143333;1830,281151;1980,478974;1680,083329;0,84832172;-0,237316595;0,293125281;0,839114155;similar level;
Gtf3c3;15,1818;20,6465;21,1279;15,9319;13,4816;24,9045;18,9854;18,106;1007,777676;1001,622281;1013,933072;1,012290851;0,017623864;0,977804849;1;similar level;
Gtf3c4;7,57441;9,49733;8,96256;9,38471;4,89158;6,54872;8,6781;6,94167;986,1938136;1069,48119;902,9064375;0,844247142;-0,244262705;0,421999515;0,913536461;similar level;
Gtf3c5;17,7991;23,3491;19,3462;19,8554;16,9183;14,1741;20,1648;16,9826;851,1967288;902,1858903;800,2075673;0,886965287;-0,173050451;0,453772257;0,929334949;similar level;
Gtf3c6;80,5132;108,937;67,312;45,3073;44,4272;48,7294;85,5874;46,15463333;1054,13487;1343,623072;764,6466677;0,569093136;-0,813263316;0,00148573;0,064500849;similar level;
Gtl3;81,4581;111,175;95,7926;66,9425;71,5193;66,4383;96,1419;68,30003333;1678,17747;1927,20345;1429,151489;0,741567523;-0,431350032;0,073087331;0,527757597;similar level;
Gtpbp1;2,23808;3,22364;2,41177;2,12855;3,01124;1,45388;2,624496667;2,19789;139,8467012;150,8097869;128,8836154;0,85461042;-0,226661187;0,709714481;0,98447031;similar level;
Gtpbp10;13,323;12,0179;10,6915;8,75882;12,8398;9,78215;12,0108;10,46025667;730,4471327;773,9415646;686,9527008;0,887602801;-0,172013874;0,597181083;0,964661078;similar level;
Gtpbp2;2,97098;1,87429;0,620005;2,07138;1,59042;0,880696;1,821758333;1,514165333;86,17966429;90,25914022;82,10018837;0,909605256;-0,136687504;0,799429918;0,99848454;similar level;
Gtpbp3;4,15334;6,49715;4,88471;2,61858;2,28807;2,05585;5,1784;2,320833333;202,5045253;276,4519894;128,5570612;0,465024909;-1,104620099;0,001549383;0,06596515;similar level;
Gtpbp4;129,657;172,37;217,708;112,597;111,488;143,803;173,245;122,6293333;6199,809142;7149,761134;5249,85715;0,734270286;-0,445616877;0,042239499;0,415801814;similar level;
Gtpbp5;2,3973;1,76656;1,7655;2,44941;3,4125;4,3155;1,976453333;3,39247;73,69778181;53,43610393;93,95945968;1,758351616;0,814223593;0,108911073;0,621454036;similar level;
Gtpbp6;1,09513;2,07617;1,33642;2,14829;1,21956;1,28246;1,502573333;1,550103333;37,04754234;42,57410906;31,52097562;0,740378984;-0,43366415;0,372294375;0,883111528;similar level;
Gtpbp8;10,667;8,69521;5,46953;14,9627;7,63431;14,8368;8,277246667;12,47793667;218,2340177;171,9974988;264,4705366;1,537641759;0,620719422;0,090915814;0,578131333;similar level;
Gtse1;5,62381;7,33624;7,88964;8,77935;6,26943;5,27836;6,949896667;6,775713333;305,7945319;301,2786169;310,3104468;1,02997833;0,042613985;0,965918013;1;similar level;
Gtsf1;90,2972;118,126;91,5402;96,4437;75,6309;101,659;99,9878;91,24453333;1014,148005;1029,892968;998,4030419;0,969424079;-0,044800177;0,797970335;0,997765588;similar level;
Gtsf1l;35,0671;29,4381;26,1489;26,1419;16,2215;22,6209;30,21803333;21,66143333;318,7967752;364,1508285;273,442722;0,750905121;-0,413297464;0,157271827;0,707749185;similar level;
Guca1a;129,259;305,844;197,638;133,882;113,681;158,008;210,9136667;135,1903333;2309,100195;2764,215422;1853,984967;0,670709292;-0,576240506;0,022662805;0,312460078;similar level;
Guca1b;0,496278;0,797623;0,352724;0,551433;0,997762;0,692329;0,548875;0,747174667;23,89403135;21,39517692;26,39288579;1,233590444;0,302863494;0,664937772;0,974319772;similar level;
Guca2a;4,40766;0,613041;1,05153;0,753464;1,71514;1,79238;2,024077;1,420328;12,95911068;14,14533129;11,77289008;0,832280972;-0,26485744;0,845564114;1;similar level;
Gucy1a2;0,152413;0,205334;0,208541;0,149428;0,366314;0,0631942;0,188762667;0,192978733;46,42978083;45,63761655;47,2219451;1,03471541;0,04923402;0,862124594;1;similar level;
Gucy1a3;0,476536;0,525184;0,453935;0,136156;0,211923;0,0959693;0,485218333;0,1480161;25,83189097;36,82595496;14,83782697;0,402917643;-1,311443115;0,122340782;0,648331142;similar level;
Gucy1b2;0,245412;0,266241;0,0190133;0,0545253;0,0572859;0,0216083;0,176888767;0,044473167;8,094439166;11,62625902;4,56261931;0,392440879;-1,349452766;0,416973019;0,910233147;similar level;
Gucy1b3;2,04779;1,0305;0,462453;1,30338;0,541547;0,980957;1,180247667;0,941961333;58,32775385;64,3155932;52,3399145;0,813798208;-0,297256991;0,544471109;0,952857823;similar level;
Gucy2c;1,8719;1,50683;2,94533;2,85025;1,42764;2,32096;2,10802;2,199616667;157,7915446;152,0813937;163,5016955;1,075093353;0,104461938;0,979947312;1;similar level;
Gucy2e;0,484661;0,233685;0,0404688;0,306545;0,214708;0,6701;0,252938267;0,397117667;48,83435329;38,06596462;59,60274197;1,565775164;0,646877065;0,486949684;0,940102487;similar level;
Gucy2f;0,0123748;0,0298334;0,023987;0;0,0818613;0,0218064;0,022065067;0,0345559;5,459942296;4,673711723;6,246172869;1,33644804;0,418403747;0,785505331;0,995967093;similar level;
Gucy2g;0,115085;0,0198177;0;0;0,012795;0;0,044967567;0,004265;3,502700196;4,91332074;2,092079653;0,425797493;-1,231760639;0,667782646;0,974657104;similar level;
Guf1;3,88485;2,51557;3,8585;4,79821;4,21027;4,58267;3,41964;4,530383333;279,09749;230,595357;327,5996231;1,420668774;0,506570232;0,163266113;0,714694882;similar level;
Guk1;61,6632;62,4385;56,1409;44,558;61,0002;77,7742;60,08086667;61,1108;838,1926293;814,290945;862,0943136;1,058705514;0,08230135;0,681020252;0,978026912;similar level;
Gulo;6,69997;9,03257;4,94419;3,68964;4,77975;6,21389;6,892243333;4,894426667;322,1612127;357,1257947;287,1966308;0,804188986;-0,314393517;0,401950338;0,903450133;similar level;
Gulp1;1,90118;0,711217;1,91461;2,62238;1,07144;1,03971;1,509002333;1,577843333;77,47408824;74,87915129;80,06902518;1,069309999;0,096680159;0,953681225;1;similar level;
Gusb;9,62848;6,58119;10,4266;5,25963;5,65144;4,83414;8,878756667;5,248403333;307,4807562;378,180862;236,7806503;0,626104264;-0,675525168;0,024628498;0,325580184;similar level;
Gvin1;0;0;0;0;0;0,00300091;0;0,001000303;2,838242522;2,373874966;3,302610079;1,391231689;0,4763627;0,898912185;1;similar level;
Gxylt1;7,256;7,56947;5,78923;9,64724;6,98798;8,83902;6,871566667;8,491413333;1046,953988;921,4796019;1172,428375;1,272332423;0,347475654;0,20815288;0,767799405;similar level;
Gxylt2;1,11995;1,125;0,318397;0,497768;0,697285;0,690736;0,854449;0,628596333;28,43444381;34,1331906;22,73569703;0,666087659;-0,586216042;0,530536145;0,950442355;similar level;
Gyg;221,341;190,486;218,034;174,608;294,089;291,362;209,9536667;253,353;6162,320546;5470,0396;6854,601493;1,253117343;0,325521517;0,234153456;0,791186711;similar level;
Gyk;6,82695;5,79345;12,4;8,79055;9,20633;9,92004;8,340133333;9,30564;671,6825585;634,3466362;709,0184809;1,117714575;0,160551822;0,692488781;0,979934414;similar level;
Gykl1;0,566266;0,298629;0;0;0,0275436;0,0623656;0,288298333;0,029969733;4,74283467;8,314393549;1,17127579;0,140873268;-2,827530223;0,22533576;0,782046759;similar level;
Gyltl1b;2,9403;2,58885;0,777098;1,49547;2,20347;1,53846;2,102082667;1,7458;75,99505264;80,25234868;71,73775659;0,893902269;-0,161810986;0,903457453;1;similar level;
Gypc;1,22472;0,775049;0,308615;0,306187;0,691027;0,566513;0,769461333;0,521242333;21,90160763;25,6888049;18,11441036;0,705148037;-0,504001929;0,674474994;0,976580284;similar level;
Gys1;2,17797;2,24729;1,75624;2,01346;1,64077;1,32025;2,0605;1,65816;142,0436703;158,830389;125,2569516;0,78862082;-0,342596296;0,369374137;0,881840606;similar level;
Gys2;0,321006;0,386942;0,631802;0,658489;0,768689;0,565662;0,446583333;0,66428;27,95551556;19,9190993;35,99193183;1,806905588;0,853521126;0,327310985;0,862053623;similar level;
Gzf1;10,8656;8,82454;13,0373;14,0083;11,7427;10,5512;10,90914667;12,10073333;800,998422;742,4931735;859,5036705;1,157591344;0,211126039;0,582002649;0,960142262;similar level;
Gzmd;0;0,298392;0,191934;0,275056;0,385305;0;0,163442;0,220120333;2,917418481;2,698004768;3,136832193;1,162648869;0,217415455;0,998140174;1;similar level;
Gzmm;0,839054;1,55082;1,7782;0,807997;1,78486;0,443564;1,389358;1,012140333;27,08054281;30,37591611;23,78516951;0,783027232;-0,352865613;0,723453026;0,985764974;similar level;
Gzmn;1,20972;0,097214;0,250123;0,268834;0,12553;1,13692;0,519019;0,510428;9,961455638;8,844914994;11,07799628;1,252470633;0,324776776;0,891325541;1;similar level;
H13;9,86163;10,5023;5,80332;7,22754;7,3565;6,92061;8,722416667;7,168216667;398,6591355;399,8870999;397,4311712;0,993858445;-0,008887712;0,967616949;1;similar level;
H19;0;0;0,0194788;0;0,195518;0,61978;0,006492933;0,271766;6,942465909;0,609210179;13,27572164;21,79169373;4,445706427;0,033369496;0,375312246;similar level;
H1f0;18,5616;17,5772;22,0943;16,6222;15,3272;15,1513;19,41103333;15,70023333;632,2960265;686,2808183;578,3112346;0,842674338;-0,246952903;0,296380004;0,841339746;similar level;
H1foo;60,4413;63,3184;124,865;56,6673;62,0972;65,3219;82,8749;61,36213333;1205,162137;1360,364871;1049,959403;0,771821902;-0,373660111;0,157720366;0,708086035;similar level;
H1fx;2,25647;2,46497;1,64021;2,03714;1,15244;1,11832;2,12055;1,435966667;29,23023538;33,13396972;25,32650104;0,764366638;-0,387663284;0,586320647;0,961849462;similar level;
H2-Aa;10,9814;10,6233;2,60313;9,09308;4,73584;13,3731;8,069276667;9,06734;139,5511366;130,2511717;148,8511014;1,142800479;0,192573546;0,720456706;0,985746154;similar level;
H2-Ab1;7,40386;6,19563;4,88661;1,76772;3,90488;17,7371;6,162033333;7,803233333;123,6521461;109,6500451;137,654247;1,255396173;0,328142716;0,448054527;0,926346695;similar level;
H2-Bl;0,126069;0,835803;2,10157;1,12064;0,932078;4,22091;1,021147333;2,091209333;33,64029232;21,03199946;46,24858518;2,198962836;1,136823222;0,357113119;0,878609131;similar level;
H2-D1;5,96792;7,81311;4,01435;4,61109;4,0909;14,7996;5,931793333;7,833863333;179,2786532;151,1473127;207,4099938;1,372237389;0,456530081;0,242637472;0,799390142;similar level;
H2-DMa;16,2386;9,47135;8,36667;8,73064;7,01192;6,92298;11,35887333;7,55518;121,7610698;144,3569393;99,16520037;0,686944465;-0,541734624;0,18826918;0,74834548;similar level;
H2-DMb1;1,73725;0,135103;0;1,36991;0,436136;1,08627;0,624117667;0,964105333;17,85580788;13,1775924;22,53402336;1,710025828;0,774018116;0,724282253;0,985764974;similar level;
H2-DMb2;1,55801;0,250405;0;0,230822;0,0808353;0,549093;0,602805;0,286916767;6,750137207;7,304690096;6,195584318;0,848165252;-0,237582715;0,918276612;1;similar level;
H2-Ea-ps;0,939639;0,12585;0,1619;0,232015;0;0;0,409129667;0,077338333;3,396653231;5,992411876;0,800894586;0,133651458;-2,903452515;0,238169688;0,796347165;similar level;
