gene name;baseMean;log2FoldChange;pvalue;padj;logP;Group;class
Etnk1;123,2632242;-2,756169905;3,10E-09;1,53E-07;6,814801626;down-regulated;other
Dpf2;205,6488981;-2,303119329;3,27E-09;1,61E-07;6,793867796;down-regulated;other
Ptgr1;59,44916699;2,894583892;3,45E-09;1,69E-07;6,772254915;up-regulated;maternal
Pa2g4;1705,837283;-2,250536316;3,47E-09;1,69E-07;6,771315703;down-regulated;other
Ap4s1;70,33534468;-2,63648118;3,84E-09;1,87E-07;6,727974469;down-regulated;major
Upk1a;43,21426347;-3,985735164;4,09E-09;1,99E-07;6,702123671;down-regulated;major
Hbegf;240,5512012;2,081197987;4,35E-09;2,10E-07;6,67690292;up-regulated;major
Snupn;577,9699511;-2,573742799;4,45E-09;2,15E-07;6,668404823;down-regulated;other
Egfr;248,2596155;2,275800299;4,75E-09;2,28E-07;6,64143775;up-regulated;other
Fez1;24,39489531;-8,184643426;4,88E-09;2,34E-07;6,631020841;down-regulated;other
Capn11;36,133036;-4,762410115;5,63E-09;2,69E-07;6,570586182;down-regulated;major
Myg1;62,58500755;-2,7037245;5,78E-09;2,75E-07;6,560308766;down-regulated;other
Timd4;123,4610022;2,703947182;5,94E-09;2,82E-07;6,54973749;up-regulated;other
Fancd2os;37,36909227;-4,104278407;5,98E-09;2,83E-07;6,548604664;down-regulated;other
Rpap1;59,958549;-2,833496634;6,22E-09;2,93E-07;6,532785373;down-regulated;other
Snrnp200;105,0975817;-2,367682789;6,32E-09;2,97E-07;6,527691951;down-regulated;other
Adrbk1;41,34171504;-3,527854229;6,76E-09;3,16E-07;6,499658343;down-regulated;major
Hes1;87,13368151;2,656612068;6,90E-09;3,22E-07;6,492066999;up-regulated;other
Lamc3;18,61398131;-7,801200453;7,08E-09;3,30E-07;6,482051648;down-regulated;other
Ecsit;102,4516569;-2,58704918;7,29E-09;3,38E-07;6,471113323;down-regulated;other
Rpl37a;400,4767773;-2,056802405;7,37E-09;3,41E-07;6,46735558;down-regulated;major
Nr1h3;37,07122825;-7,820471494;7,58E-09;3,49E-07;6,456929547;down-regulated;major
Bex2;61,6346196;3,847291008;7,81E-09;3,58E-07;6,446221408;up-regulated;other
Polr3a;289,2862167;-1,77013008;7,81E-09;3,58E-07;6,446221408;down-regulated;maternal
1700069L16Rik;48,93972764;-3,313172265;7,94E-09;3,62E-07;6,440865805;down-regulated;major
Eomes;40,49358175;3,419583817;8,04E-09;3,66E-07;6,436780446;up-regulated;other
Anapc7;247,7897023;-2,5295969;8,21E-09;3,71E-07;6,430213282;down-regulated;other
Usp17le;85,67060648;3,28768873;8,19E-09;3,71E-07;6,430213282;up-regulated;minor
Ap1s1;179,3582002;-2,603830002;8,47E-09;3,81E-07;6,419025694;down-regulated;other
Znhit6;297,2900438;-2,07889519;8,47E-09;3,81E-07;6,419025694;down-regulated;other
Muc1;37,89719309;4,183717897;8,59E-09;3,85E-07;6,415070185;up-regulated;other
Smarcb1;89,96124871;-2,876270684;8,60E-09;3,85E-07;6,415070185;down-regulated;other
Egln3;55,93741101;3,012597714;8,82E-09;3,93E-07;6,40573671;up-regulated;other
Urod;99,86248645;-2,800103526;9,17E-09;4,07E-07;6,390140758;down-regulated;other
B4galt4;303,2588074;2,191315415;9,36E-09;4,13E-07;6,384567573;up-regulated;maternal
Bhmt2;25,52016971;-5,828640261;9,37E-09;4,13E-07;6,384567573;down-regulated;major
Mbip;73,18136604;-2,484745397;9,37E-09;4,13E-07;6,384567573;down-regulated;other
Pus1;118,7199534;-2,130120939;9,56E-09;4,20E-07;6,377026646;down-regulated;major
Stat4;181,2913768;2,724103508;9,96E-09;4,36E-07;6,36081145;up-regulated;maternal
Trim36;164,2018866;2,14637808;1,01E-08;4,39E-07;6,357527488;up-regulated;other
Rab39;86,86559394;-2,299751579;1,13E-08;4,91E-07;6,308587032;down-regulated;major
Sgpp1;143,8591502;-3,114779461;1,16E-08;5,02E-07;6,298967119;down-regulated;major
Gde1;592,6997727;-2,297269865;1,18E-08;5,08E-07;6,29396736;down-regulated;other
Nup155;205,8197352;-1,937076822;1,18E-08;5,09E-07;6,29367225;down-regulated;other
Klrg2;61,74954566;-3,165632593;1,20E-08;5,16E-07;6,287181997;down-regulated;major
Tob1;397,4232446;2,012594945;1,20E-08;5,16E-07;6,287181997;up-regulated;major
Mcm6;431,7373828;-1,935686663;1,23E-08;5,27E-07;6,278304161;down-regulated;other
Btg2;178,0450697;2,409785785;1,34E-08;5,70E-07;6,244459748;up-regulated;other
Mrps12;40,81508384;-3,435290252;1,36E-08;5,78E-07;6,23844571;down-regulated;other
Ndufs2;88,47257933;-2,416856462;1,36E-08;5,78E-07;6,23844571;down-regulated;maternal
Pemt;416,1652321;-2,386423522;1,39E-08;5,87E-07;6,231113368;down-regulated;major
Phrf1;171,3313021;-1,9223255;1,40E-08;5,88E-07;6,230474757;down-regulated;other
Dsel;68,97617647;2,470010066;1,44E-08;6,04E-07;6,218892942;up-regulated;other
Ceacam2;73,74561191;2,651928565;1,50E-08;6,25E-07;6,203801143;up-regulated;other
Gnpda1;94,93061881;-2,959015853;1,50E-08;6,25E-07;6,203801143;down-regulated;major
Dmkn;29,92534882;4,811240355;1,52E-08;6,33E-07;6,198340303;up-regulated;other
Macrod2;267,9370781;2,238660815;1,53E-08;6,35E-07;6,196915859;up-regulated;maternal
Polr3h;167,0567089;-2,331010018;1,55E-08;6,40E-07;6,193843236;down-regulated;other
Rtn2;61,53501667;-3,746576585;1,57E-08;6,50E-07;6,187082617;down-regulated;major
Ttyh2;189,8913642;-2,716052609;1,60E-08;6,60E-07;6,180314879;down-regulated;major
Morc4;76,84612268;3,85742413;1,61E-08;6,63E-07;6,178542118;up-regulated;other
Snapc4;69,8591494;-2,478281377;1,62E-08;6,65E-07;6,177264582;down-regulated;other
Usp10;326,5646404;-2,047368118;1,65E-08;6,72E-07;6,172429485;down-regulated;other
Gm13247;265,1463355;-2,433025123;1,65E-08;6,73E-07;6,172289039;down-regulated;other
2700094K13Rik;100,8370963;2,264678816;1,67E-08;6,77E-07;6,169264824;up-regulated;other
Dazl;923,7517129;2,15710424;1,69E-08;6,83E-07;6,165414846;up-regulated;maternal
Ero1l;376,57533;2,263818997;1,74E-08;7,01E-07;6,15416047;up-regulated;major
Gm13102;30,41352383;-7,532054434;1,75E-08;7,06E-07;6,151336442;down-regulated;major
Npr1;34,38875511;-3,336198413;1,76E-08;7,08E-07;6,150226451;down-regulated;other
Sgsh;16,96068136;-7,66733811;1,86E-08;7,43E-07;6,128995533;down-regulated;other
Mdn1;364,0882597;-1,874731982;2,02E-08;8,06E-07;6,093446777;down-regulated;other
Wdr70;72,65129284;-2,846055668;2,13E-08;8,48E-07;6,071486142;down-regulated;other
Iqcg;120,9594262;-1,988034756;2,15E-08;8,51E-07;6,070285463;down-regulated;other
Zfp239;45,18553798;-4,285789294;2,14E-08;8,51E-07;6,070285463;down-regulated;other
Exph5;38,06836438;3,438689534;2,15E-08;8,51E-07;6,070157416;up-regulated;other
Rpp14;500,5744456;-1,730242793;2,16E-08;8,53E-07;6,069246177;down-regulated;other
AA545190;2014,964171;3,141423261;2,21E-08;8,62E-07;6,064720813;up-regulated;other
Elovl6;167,5269805;-2,373333409;2,20E-08;8,62E-07;6,064720813;down-regulated;major
Mei1;26,36001962;-4,429003241;2,21E-08;8,62E-07;6,064720813;down-regulated;other
Tgif1;119,4812795;2,347496794;2,20E-08;8,62E-07;6,064720813;up-regulated;other
Rbm42;288,2767103;-2,137568354;2,23E-08;8,66E-07;6,062644633;down-regulated;other
Ak6;237,8035517;-3,047423917;2,30E-08;8,94E-07;6,048827179;down-regulated;other
Pitpnc1;64,07900332;-2,529131503;2,32E-08;8,99E-07;6,046472422;down-regulated;other
Urah;34,76058319;5,644278648;2,35E-08;9,07E-07;6,042267456;up-regulated;other
Elovl2;34,588854;4,175656362;2,37E-08;9,12E-07;6,039879712;up-regulated;other
Echdc2;58,30810544;-2,942328294;2,44E-08;9,37E-07;6,028099815;down-regulated;major
Snrpc;593,1523722;-1,825645464;2,56E-08;9,80E-07;6,008606425;down-regulated;other
Ddx27;152,9161459;-1,92127536;2,59E-08;9,90E-07;6,004568558;down-regulated;other
Rab40c;50,64406302;-3,757553913;2,62E-08;9,94E-07;6,002433467;down-regulated;major
Rpl29;203,9762958;-1,967269358;2,62E-08;9,94E-07;6,002433467;down-regulated;other
Mylpf;73,89168191;2,961070044;2,65E-08;1,00E-06;6,000038601;up-regulated;other
Pi4k2a;94,57631028;-2,142437639;2,64E-08;1,00E-06;6,000038601;down-regulated;other
Xpa;41,76279782;-2,838248407;2,67E-08;1,01E-06;5,997161036;down-regulated;major
Surf4;1021,370282;1,675369905;2,69E-08;1,01E-06;5,995362179;up-regulated;maternal
Ctsb;1097,930262;-2,327974714;2,71E-08;1,02E-06;5,992708782;down-regulated;other
Tmsb10;416,7729194;2,209966333;2,74E-08;1,02E-06;5,989653629;up-regulated;maternal
Nxf1;483,1572201;-1,73488826;2,87E-08;1,07E-06;5,970557795;down-regulated;other
Atp13a3;1240,421987;-1,69261471;2,92E-08;1,09E-06;5,963607135;down-regulated;other
Tsen2;51,61539159;-4,198135682;2,97E-08;1,10E-06;5,958351021;down-regulated;other
Larp1;130,7391249;-2,402637807;3,00E-08;1,11E-06;5,953920371;down-regulated;other
Mat2a;695,756825;-2,160322006;3,03E-08;1,12E-06;5,951417745;down-regulated;other
Gtf3c5;211,005455;-2,024312385;3,15E-08;1,16E-06;5,935775894;down-regulated;major
Phgdh;155,0791795;-3,174958339;3,20E-08;1,18E-06;5,929612979;down-regulated;other
Nub1;1208,351189;-1,7935346;3,36E-08;1,23E-06;5,909786876;down-regulated;other
Dennd6a;699,4027014;1,652969639;3,43E-08;1,25E-06;5,901471679;up-regulated;other
Tnpo3;378,2641443;-1,819058371;3,45E-08;1,26E-06;5,900813491;down-regulated;major
Msto1;119,3472213;-2,414075055;3,50E-08;1,27E-06;5,89490003;down-regulated;major
Glrx;72,785263;2,507836712;3,55E-08;1,29E-06;5,891031155;up-regulated;maternal
Lgals1;188,2603334;2,590601418;3,55E-08;1,29E-06;5,891031155;up-regulated;minor
Stard3nl;471,7218201;2,199375941;3,60E-08;1,30E-06;5,886364861;up-regulated;other
Pdcd11;162,4567502;-2,04776276;3,82E-08;1,37E-06;5,861855553;down-regulated;other
Ldhc;75,57537171;-3,119513142;3,83E-08;1,38E-06;5,861374861;down-regulated;other
Drg1;461,2680699;-1,864640502;3,85E-08;1,38E-06;5,860595666;down-regulated;other
Nr2c2;227,1388482;-1,928670553;3,90E-08;1,40E-06;5,85530167;down-regulated;major
Cdk2ap1;1044,735809;-1,913947087;4,18E-08;1,49E-06;5,827461896;down-regulated;major
Clpp;314,5158337;-2,447503428;4,19E-08;1,49E-06;5,827461896;down-regulated;other
Ube2o;225,1015131;-2,625279573;4,18E-08;1,49E-06;5,827461896;down-regulated;major
Fmo5;27,06071398;4,143689158;4,29E-08;1,52E-06;5,818629052;up-regulated;maternal
Gtpbp4;711,9715157;-1,840390248;4,31E-08;1,52E-06;5,817969393;down-regulated;other
Hsd17b6;24,78644658;-4,714256159;4,35E-08;1,53E-06;5,814344356;down-regulated;major
Plk2;106,9751248;2,49938414;4,47E-08;1,57E-06;5,80388991;up-regulated;minor
Zscan10;76,29904131;2,317074979;4,56E-08;1,60E-06;5,796500924;up-regulated;other
Rpgrip1;56,76752001;-2,743586376;4,60E-08;1,60E-06;5,794775519;down-regulated;other
Tmem194;362,8154343;-1,954925701;4,59E-08;1,60E-06;5,794775519;down-regulated;other
Arhgdig;66,71844287;-3,246542914;4,70E-08;1,64E-06;5,786295715;down-regulated;major
Gabarapl2;894,5911446;-1,812932303;4,74E-08;1,64E-06;5,783888521;down-regulated;major
Timm17b;213,4615499;-2,026001975;4,78E-08;1,65E-06;5,781289207;down-regulated;other
Sgk3;110,6610407;-2,150926875;4,86E-08;1,68E-06;5,774696866;down-regulated;major
5730455P16Rik;55,12327436;-2,880412356;4,94E-08;1,70E-06;5,768582609;down-regulated;other
Polr2k;238,5793915;-2,541423809;5,05E-08;1,74E-06;5,759742412;down-regulated;other
3110002H16Rik;229,6072813;-1,917836015;5,17E-08;1,77E-06;5,751093438;down-regulated;other
Tsr2;98,34217646;-3,590441927;5,20E-08;1,78E-06;5,749224437;down-regulated;other
Ece2;215,0284505;-2,717283786;5,23E-08;1,79E-06;5,748053564;down-regulated;other
Plscr1;54,88453982;3,004267283;5,36E-08;1,83E-06;5,738496705;up-regulated;other
Amhr2;78,93169083;-3,844510554;5,38E-08;1,83E-06;5,737941314;down-regulated;major
1600002K03Rik;81,29280755;-3,232088589;5,40E-08;1,83E-06;5,736665638;down-regulated;major
Prosc;346,0519101;-1,881622896;5,43E-08;1,84E-06;5,735436547;down-regulated;major
Tpd52;2037,227028;1,617227191;5,62E-08;1,90E-06;5,721818543;up-regulated;other
Nt5c3b;23,92175051;-5,304448316;5,95E-08;2,00E-06;5,698311651;down-regulated;other
Tmem185b;147,8947313;-2,461961919;5,96E-08;2,00E-06;5,698311651;down-regulated;major
Dnajc4;66,82501773;-2,822890815;6,02E-08;2,02E-06;5,694544595;down-regulated;major
Ubxn11;15,16873531;-7,500275196;6,04E-08;2,02E-06;5,694105694;down-regulated;other
Prdm15;37,77393816;-4,099252203;6,12E-08;2,04E-06;5,689977666;down-regulated;other
Tacr3;14,80368023;-7,471943052;6,23E-08;2,08E-06;5,682723177;down-regulated;other
Cdk2ap2;1138,97521;1,66372339;6,44E-08;2,14E-06;5,66927159;up-regulated;other
Abcg1;59,39748412;3,125947699;6,63E-08;2,20E-06;5,657929258;up-regulated;maternal
Ceacam20;708,4795031;2,077622301;7,01E-08;2,32E-06;5,634796792;up-regulated;other
Ercc1;56,68550067;-2,889234781;7,19E-08;2,37E-06;5,624398533;down-regulated;other
Tet1;299,1003884;-1,912991683;7,25E-08;2,39E-06;5,622216043;down-regulated;other
Wdr74;340,3491174;-2,333143705;7,37E-08;2,42E-06;5,615952613;down-regulated;other
Yif1b;134,5635413;-2,583883697;7,41E-08;2,43E-06;5,614604278;down-regulated;other
2810004N23Rik;163,3384863;-1,914373334;7,55E-08;2,47E-06;5,607267884;down-regulated;other
Elp6;231,8299886;-1,888163028;7,72E-08;2,52E-06;5,598369457;down-regulated;major
Nhp2l1;2832,395477;-1,431907819;7,80E-08;2,54E-06;5,594972521;down-regulated;other
Ift88;44,44328172;-2,889291442;8,10E-08;2,63E-06;5,580271052;down-regulated;other
Nom1;155,7651132;-2,202451758;8,11E-08;2,63E-06;5,580271052;down-regulated;other
Apom;58,23173102;-2,416888644;8,57E-08;2,77E-06;5,557035129;down-regulated;major
Traip;137,9636929;-2,209421334;8,63E-08;2,79E-06;5,555058704;down-regulated;other
Acsl4;183,7126197;-2,675647625;8,88E-08;2,86E-06;5,543529013;down-regulated;other
Uggt1;115,1646236;-2,248240402;9,02E-08;2,90E-06;5,537922469;down-regulated;other
Sccpdh;87,8271266;2,773950013;9,09E-08;2,91E-06;5,535488535;up-regulated;other
1700061G19Rik;49,5690649;-3,266977201;9,32E-08;2,98E-06;5,525228137;down-regulated;other
Oraov1;78,43942355;-2,904841315;9,65E-08;3,08E-06;5,511142799;down-regulated;major
Frg1;255,6586809;-2,061459442;9,68E-08;3,08E-06;5,510866827;down-regulated;other
Cxcl16;37,89278819;-3,025922411;9,97E-08;3,17E-06;5,499132726;down-regulated;major
Gata4;178,2906109;-1,888498277;1,01E-07;3,22E-06;5,492513999;down-regulated;major
Tcp11;23,78089141;-6,302986875;1,03E-07;3,26E-06;5,48636615;down-regulated;major
Gm19583;71,85372198;2,495072659;1,06E-07;3,35E-06;5,475545845;up-regulated;other
Sf3b5;337,3024126;-1,706176679;1,06E-07;3,35E-06;5,475545845;down-regulated;other
Igf2r;227,1649887;-2,250444677;1,07E-07;3,37E-06;5,472374981;down-regulated;other
Ipo5;735,5298657;-1,461999024;1,08E-07;3,38E-06;5,470548942;down-regulated;other
Klf4;230,7140967;1,956684386;1,12E-07;3,50E-06;5,455927048;up-regulated;other
Usp33;612,2257608;-1,64083604;1,14E-07;3,56E-06;5,448916435;down-regulated;other
Prdx3;44,08108452;-2,834003269;1,14E-07;3,56E-06;5,448281017;down-regulated;other
Gm13752;329,0465148;2,398129219;1,19E-07;3,70E-06;5,431916321;up-regulated;other
Skp1a;2470,909397;1,960720603;1,19E-07;3,70E-06;5,431916321;up-regulated;maternal
Hhex;469,6683631;2,146275759;1,20E-07;3,72E-06;5,42897418;up-regulated;other
Mrps30;176,1519876;-1,994897764;1,23E-07;3,79E-06;5,420978567;down-regulated;major
Def8;113,927026;-2,000075814;1,26E-07;3,89E-06;5,410203169;down-regulated;major
Kank4;57,19344102;-3,011632927;1,29E-07;3,97E-06;5,400893137;down-regulated;other
Nipal1;142,289972;-3,233386434;1,29E-07;3,98E-06;5,400396334;down-regulated;major
Nop2;282,6941618;-1,862911979;1,33E-07;4,07E-06;5,39086897;down-regulated;major
Mark1;14,79412133;-7,472420859;1,37E-07;4,19E-06;5,377601278;down-regulated;other
Lctl;92,83634586;-2,483545689;1,37E-07;4,19E-06;5,377376553;down-regulated;major
Ddx18;328,6881278;-1,848022324;1,38E-07;4,21E-06;5,375500322;down-regulated;other
Magoh;693,2923846;-1,755244797;1,43E-07;4,34E-06;5,362762728;down-regulated;other
1600025M17Rik;82,26325775;-3,714875224;1,46E-07;4,43E-06;5,353435271;down-regulated;major
Stk11ip;33,80179925;-3,132283295;1,49E-07;4,52E-06;5,344449406;down-regulated;other
7420700N18Rik;47,36343293;2,756407928;1,52E-07;4,60E-06;5,337680561;up-regulated;maternal
Gtf2f2;270,5283902;-2,034467421;1,53E-07;4,63E-06;5,334767215;down-regulated;other
Gldc;126,6024774;-2,470656333;1,55E-07;4,66E-06;5,331193391;down-regulated;major
Map2k4;812,0606186;1,520760414;1,55E-07;4,67E-06;5,330774565;up-regulated;maternal
S100a11;27,77076435;3,86006298;1,56E-07;4,68E-06;5,330045576;up-regulated;other
Ptpn1;140,5472297;-2,069916015;1,60E-07;4,78E-06;5,320816432;down-regulated;major
Ipo7;423,4855969;-2,174509587;1,63E-07;4,86E-06;5,31372099;down-regulated;major
Popdc3;53,22172983;2,650750693;1,63E-07;4,86E-06;5,313495224;up-regulated;other
Fhl3;185,6971701;2,662356138;1,65E-07;4,90E-06;5,309699579;up-regulated;major
Gfpt1;242,9996766;-1,937204716;1,66E-07;4,94E-06;5,306245384;down-regulated;major
Eif2b4;230,4286154;-1,744681373;1,73E-07;5,14E-06;5,289293605;down-regulated;other
Slc30a6;191,0498748;-2,569254152;1,77E-07;5,23E-06;5,281871516;down-regulated;other
Clec12a;92,42122085;2,996859941;1,78E-07;5,26E-06;5,27934918;up-regulated;maternal
Ddx49;61,71649971;-3,492356181;1,79E-07;5,27E-06;5,278489542;down-regulated;other
P2ry1;87,79810823;2,47426752;1,84E-07;5,41E-06;5,266924069;up-regulated;other
Rps8;634,298913;-1,990153046;1,86E-07;5,45E-06;5,263456602;down-regulated;other
Clcnka;13,37533454;-7,31839748;1,91E-07;5,58E-06;5,253263894;down-regulated;other
Pde6a;99,35442724;-2,355191583;1,98E-07;5,77E-06;5,238805289;down-regulated;other
Gins2;45,0942675;-2,505803638;1,99E-07;5,80E-06;5,236546868;down-regulated;other
Ruvbl1;427,8900114;-2,3634499;2,00E-07;5,80E-06;5,236266146;down-regulated;major
Mast1;36,08469149;-3,24661746;2,00E-07;5,81E-06;5,235864914;down-regulated;other
Pdlim7;109,4155758;1,974084915;2,01E-07;5,81E-06;5,235864914;up-regulated;maternal
Gnl3l;134,5327105;-2,587087833;2,18E-07;6,31E-06;5,200186351;down-regulated;major
Tmem150c;22,90091108;-7,142339247;2,20E-07;6,34E-06;5,197721174;down-regulated;other
Ptplad1;214,5529256;-2,020753841;2,21E-07;6,35E-06;5,196937192;down-regulated;other
Rora;149,5055237;2,433489398;2,21E-07;6,35E-06;5,196937192;up-regulated;other
Dppa2;926,4708999;-1,949746344;2,25E-07;6,47E-06;5,189386871;down-regulated;other
Polr1a;108,4928415;-2,024208488;2,27E-07;6,49E-06;5,18767335;down-regulated;other
Ube3a;152,7632135;-1,864859805;2,30E-07;6,56E-06;5,183116776;down-regulated;other
Ncmap;49,05774946;-3,029350933;2,31E-07;6,57E-06;5,182345585;down-regulated;major
Nmrk1;173,2801834;2,523314683;2,31E-07;6,57E-06;5,182345585;up-regulated;major
4933432K03Rik;105,1709528;2,371119097;2,31E-07;6,58E-06;5,18204365;up-regulated;other
Gfra3;22,7248059;-4,430928198;2,32E-07;6,58E-06;5,181466236;down-regulated;other
Epb4.1l4a;149,8216167;2,225646395;2,39E-07;6,78E-06;5,168969204;up-regulated;other
Clec2f;37,19138353;3,783217715;2,44E-07;6,90E-06;5,161098542;up-regulated;other
Cnpy3;40,09533801;-2,770483486;2,46E-07;6,92E-06;5,159605862;down-regulated;other
Rap2b;128,4048143;2,781330012;2,47E-07;6,95E-06;5,158016805;up-regulated;other
Ltv1;351,6516001;-1,994166973;2,58E-07;7,25E-06;5,139667669;down-regulated;other
Hiat1;1737,381525;-1,477748708;2,60E-07;7,28E-06;5,138026955;down-regulated;other
Tead4;51,75352717;-3,24546878;2,70E-07;7,56E-06;5,121423114;down-regulated;major
Tchp;43,80336014;-3,484448576;2,78E-07;7,78E-06;5,109270375;down-regulated;other
Cyp2c53-ps;41,95065902;2,833104116;2,81E-07;7,82E-06;5,106651729;up-regulated;maternal
Lef1;335,741343;2,223542718;2,81E-07;7,83E-06;5,106390042;up-regulated;other
Srm;239,1608823;-2,536016719;2,88E-07;8,00E-06;5,096862577;down-regulated;other
Tnip1;71,95249335;-2,276794199;2,90E-07;8,04E-06;5,094854353;down-regulated;other
Pitpnb;363,8093156;-2,490143888;3,02E-07;8,35E-06;5,078402833;down-regulated;major
Id2;290,6666035;2,127795034;3,04E-07;8,38E-06;5,076933064;up-regulated;minor
Ppp1r15a;443,7818791;-2,028160799;3,04E-07;8,38E-06;5,076933064;down-regulated;other
Slco4c1;106,5279993;-2,120409971;3,10E-07;8,53E-06;5,069202667;down-regulated;major
Urm1;44,40787017;-3,006447769;3,19E-07;8,76E-06;5,057568223;down-regulated;major
Tmppe;201,8311183;-1,798763612;3,20E-07;8,77E-06;5,057218953;down-regulated;major
Mrpl34;134,7003409;-2,131493739;3,27E-07;8,94E-06;5,048760059;down-regulated;other
Plrg1;222,4668878;-1,831664633;3,28E-07;8,94E-06;5,048458905;down-regulated;maternal
Kdm5b;864,8198032;-1,578026375;3,28E-07;8,95E-06;5,048414327;down-regulated;major
Apoa1bp;66,49579265;-2,366968138;3,31E-07;9,01E-06;5,0452434;down-regulated;maternal
Dpep3;172,4542533;-2,308457752;3,37E-07;9,13E-06;5,039436273;down-regulated;maternal
Helb;41,55927292;-2,841004772;3,37E-07;9,13E-06;5,039436273;down-regulated;other
Umps;190,2763852;-2,74972932;3,41E-07;9,22E-06;5,035146843;down-regulated;other
