gene name;baseMean;log2FoldChange;pvalue;padj;logP;Group;class
Lgalsl;72,90960107;1,295282324;0,002658523;0,015092423;1,821241033;up-regulated;other
Pggt1b;57,20880992;-1,619826115;0,002667396;0,015136927;1,819962272;down-regulated;other
H3f3a;1286,209749;-0,812147648;0,00268424;0,015220731;1,817564494;not-signficant;other
Rhoa;892,8710564;-0,906585912;0,002684025;0,015220731;1,817564494;not-signficant;other
Eif3a;655,7093189;-1,050311467;0,00269007;0,015247893;1,816790168;down-regulated;other
Slc29a4;7,516503922;4,473652164;0,0027001;0,015298825;1,815341925;up-regulated;other
Gm10354;4,921507491;-4,891162112;0,002703889;0,015314379;1,814900618;down-regulated;other
Phf11a;42,23009316;1,627712992;0,002705851;0,015319569;1,814753449;up-regulated;major
Nap1l1;871,3087406;-0,97084755;0,002712809;0,015353035;1,81380575;not-signficant;other
Tpmt;66,32191264;1,651021861;0,00271629;0,015366799;1,813416596;up-regulated;maternal
Ftsj1;61,34173332;-1,568885268;0,002722336;0,015395063;1,812618526;down-regulated;other
Mtg1;16,72208339;-2,601450904;0,002724872;0,015403459;1,812381754;down-regulated;maternal
Chic1;76,58337278;-1,570666085;0,002736199;0,015449617;1,811082284;down-regulated;other
Mir682;8,040585846;-3,334559915;0,00273572;0,015449617;1,811082284;down-regulated;other
Rpl36;112,827016;-1,16471802;0,002734443;0,015449617;1,811082284;down-regulated;other
Ap1b1;185,0979553;-1,033485893;0,002741114;0,015471412;1,810470062;down-regulated;other
Gm5662;431,3137871;1,308906541;0,002743068;0,01547648;1,810327798;up-regulated;minor
Fgf1;99,89983323;-1,143738164;0,002748343;0,015500273;1,809660642;down-regulated;other
Lrrfip2;161,5608358;0,998943894;0,002759048;0,015554663;1,808139401;not-signficant;maternal
2500004C02Rik;23,03289124;2,014259213;0,002760903;0,015559136;1,808014517;up-regulated;other
Wls;37,6664695;1,659862936;0,002773025;0,015621446;1,806278764;up-regulated;maternal
Prkcz;47,91045983;-1,569093286;0,002776718;0,015636238;1,805867722;down-regulated;other
Card14;4,172572588;-5,626151123;0,002779155;0,015642071;1,805705738;down-regulated;other
Tesc;1032,873836;1,027445516;0,002779888;0,015642071;1,805705738;up-regulated;other
Alg3;52,63667414;-1,649503131;0,002784533;0,015662199;1,805147251;down-regulated;other
Dennd5b;77,9583839;-1,200695592;0,002786307;0,015666164;1,805037338;down-regulated;other
Rpl10l;303,9891369;-0,931147077;0,002790049;0,015675178;1,804787525;not-signficant;major
Tnip3;17,81078493;2,468770839;0,002789153;0,015675178;1,804787525;up-regulated;other
Fosl2;13,62447656;2,953942046;0,002796582;0,015703772;1,803996017;up-regulated;other
Timm22;137,5700753;-1,581448881;0,002797281;0,015703772;1,803996017;down-regulated;major
Gtf2h1;472,5058836;-1,062969899;0,002801167;0,015715671;1,803667059;down-regulated;other
Rims1;109,6753059;1,316229319;0,002802617;0,015715671;1,803667059;up-regulated;other
Slc25a43;17,32157078;-2,186515112;0,002802105;0,015715671;1,803667059;down-regulated;major
Chid1;29,51509298;-1,683130655;0,002804624;0,015720912;1,803522261;down-regulated;other
A930015D03Rik;6,198141571;-4,345775746;0,002809171;0,015739572;1,803007077;down-regulated;major
Ccdc60;65,59457878;1,545212435;0,002811175;0,015739572;1,803007077;up-regulated;other
Tbp;443,5371474;-0,961740065;0,002810537;0,015739572;1,803007077;not-signficant;other
Sorcs2;17,92765248;2,152289155;0,002824143;0,01580614;1,801174174;up-regulated;other
Mipol1;42,82964815;1,993205243;0,002826766;0,015814783;1,800936761;up-regulated;other
Ube2d3;4576,679505;0,81878005;0,002835776;0,015859142;1,799720318;not-signficant;other
Gpd1l;1295,963629;-1,02362076;0,00283731;0,015861669;1,79965112;down-regulated;other
Oog2;459,853069;0,862593349;0,002845374;0,015897619;1,798667926;not-signficant;maternal
Spry2;620,39749;1,957311886;0,00284591;0,015897619;1,798667926;up-regulated;major
Rnf7;804,426118;-1,049503239;0,002854784;0,015941111;1,797481409;down-regulated;major
Ppp1r15b;263,4039695;-0,936505992;0,002857287;0,015949014;1,797266165;not-signficant;other
Cyp51;93,9386785;1,194976577;0,002864649;0,01597794;1,796479203;up-regulated;other
Dyrk4;22,91422366;-2,460121091;0,002864582;0,01597794;1,796479203;down-regulated;other
Igsf23;39,2584345;1,462490218;0,002867014;0,015985045;1,796286127;up-regulated;maternal
Osm;3,512273731;-5,401764289;0,002873916;0,01601744;1,795406887;down-regulated;other
Alpl;45,56079473;-2,206375544;0,002878479;0,016036771;1,794883085;down-regulated;other
Stac2;85,67052467;-1,436549038;0,002883375;0,016057947;1,794309992;down-regulated;major
Mcat;42,22557381;1,719881748;0,002889284;0,016084742;1,793585903;up-regulated;other
Celf5;9,949352463;3,23387572;0,002891329;0,016089301;1,793462816;up-regulated;other
Ssh2;148,5498212;1,122573471;0,002892298;0,016089301;1,793462816;up-regulated;other
Rdm1;151,4008908;-0,985874603;0,002897762;0,016113582;1,792807906;not-signficant;major
5730507C01Rik;125,3237103;1,158977116;0,002902169;0,016131967;1,792312663;up-regulated;other
Usp51;19,16704266;1,971937319;0,002903699;0,016134349;1,792248548;up-regulated;other
Scarf1;12,12137262;-3,395965478;0,002910144;0,016164036;1,791450188;down-regulated;other
Ccl22;7,160075527;4,221706642;0,002911411;0,016164948;1,791425685;up-regulated;other
Plek2;5,003578411;-4,88653605;0,002912592;0,016165384;1,791413983;down-regulated;other
Prdx6;395,8159981;1,087812902;0,002915482;0,01616896;1,791317912;up-regulated;other
Stat2;78,13169321;-1,229595993;0,002916546;0,01616896;1,791317912;down-regulated;other
Usp53;384,1567038;0,950322459;0,002915738;0,01616896;1,791317912;not-signficant;other
AW011738;12,71064602;-2,338357374;0,002922896;0,016193307;1,790664457;down-regulated;other
Dapk3;43,62669506;-1,565931998;0,002923147;0,016193307;1,790664457;down-regulated;other
Ifrd1;578,8478077;0,901434669;0,002926188;0,0161984;1,790527872;not-signficant;other
Qprt;3,633986729;-5,428725655;0,002926277;0,0161984;1,790527872;down-regulated;other
Rbck1;40,77907187;-1,881717492;0,002929275;0,016208878;1,790247042;down-regulated;other
9130409I23Rik;100,2103566;1,581733694;0,002932992;0,01622332;1,789860275;up-regulated;maternal
Chchd10;304,2003002;1,22632984;0,002936869;0,016238639;1,789450376;up-regulated;other
Ccl3;4,574686374;5,543937801;0,002939006;0,016244324;1,789298364;up-regulated;other
Oas1c;177,7441807;1,015397189;0,002940724;0,016247692;1,789208317;up-regulated;maternal
Rufy2;44,04211508;-1,48420113;0,002943106;0,01625473;1,789020251;down-regulated;other
Cebpz;145,8416265;-1,19579107;0,002950316;0,01628841;1,788121306;down-regulated;other
Rps16;558,0638864;-1,004310905;0,002952461;0,016294117;1,787969156;down-regulated;other
Rbmx;222,5689073;-1,238173917;0,002954985;0,016295775;1,787924988;down-regulated;major
Snapc5;142,4223626;-1,546166001;0,002954506;0,016295775;1,787924988;down-regulated;other
Ptbp2;563,1008887;1,162010663;0,002957392;0,016302918;1,787734669;up-regulated;other
Tdrp;126,4128868;1,069203133;0,002959673;0,016309356;1,787563198;up-regulated;other
Zfp846;58,99595115;1,56660074;0,002961495;0,016313265;1,787459098;up-regulated;other
Cpsf4;109,5939788;-1,113691083;0,002973621;0,016373906;1,7858477;down-regulated;other
Rad9b;18,22710382;-2,188512682;0,002980905;0,01640785;1,784948319;down-regulated;other
Kera;9,805841818;3,805124937;0,002982232;0,01640899;1,784918142;up-regulated;other
Gimap9;9,048963565;4,027291397;0,002991578;0,016441267;1,784064729;up-regulated;other
Isca2;81,7262766;-1,700624569;0,002990392;0,016441267;1,784064729;down-regulated;major
Pdlim3;8,26372484;3,5846232;0,002991626;0,016441267;1,784064729;up-regulated;other
Spin1;15775,23766;0,847717069;0,002992584;0,016441267;1,784064729;not-signficant;other
Zfp280d;255,7752685;1,025215283;0,002996473;0,016456463;1,783663515;up-regulated;other
Lrrc6;29,06042166;2,072949056;0,003003011;0,016486192;1,782879642;up-regulated;other
Aldh18a1;89,52648146;1,111525722;0,003005695;0,016488577;1,782816828;up-regulated;other
Lrp2bp;16,96409548;2,197415412;0,00300468;0,016488577;1,782816828;up-regulated;other
Tmem120b;79,29326206;-1,352081486;0,003011788;0,016515821;1,782099822;down-regulated;other
Dtymk;254,5052178;-1,602723292;0,003014345;0,016523658;1,781893798;down-regulated;other
Fabp5;111,1149977;1,250453574;0,003034176;0,016626152;1,779208252;up-regulated;other
Bhlhe23;17,76690039;2,714384356;0,003046343;0,016686584;1,777632568;up-regulated;other
Hbs1l;97,78759664;1,203517504;0,003051993;0,016711287;1,776990101;up-regulated;other
C130074G19Rik;31,49464625;-2,190855135;0,003055538;0,016724451;1,77664812;down-regulated;other
Krcc1;431,217506;0,980020749;0,00305728;0,01672774;1,776562735;not-signficant;other
Car9;78,1021914;1,341201671;0,003062599;0,016750587;1,77596998;up-regulated;maternal
Mapre2;203,7214164;1,413157197;0,003073184;0,016802212;1,77463355;up-regulated;maternal
Ammecr1l;614,8791209;-1,036924031;0,003075538;0,01680255;1,774624805;down-regulated;other
Fbxl14;48,65183329;1,395199921;0,003075199;0,01680255;1,774624805;up-regulated;other
Pdha2;6,59895733;4,263084342;0,003085644;0,01685148;1,773361948;up-regulated;other
Cdk7;346,3033647;-1,352179957;0,00308822;0,016859266;1,773161341;down-regulated;other
5830417I10Rik;30,27552066;-1,856951482;0,003098235;0,01689506;1,77224025;down-regulated;other
Fam222b;543,6015446;1,149800985;0,003097289;0,01689506;1,77224025;up-regulated;other
Krt83;4,001548346;5,355069043;0,003097029;0,01689506;1,77224025;up-regulated;other
Tex15;270,3329019;1,001430956;0,003107064;0,016936909;1,771165851;up-regulated;other
9930012K11Rik;27,47195207;-2,074307644;0,003111049;0,016939734;1,771093419;down-regulated;other
Gng5;271,3984355;1,169540463;0,003110519;0,016939734;1,771093419;up-regulated;other
Psmc3ip;209,5318909;-1,431097033;0,003109731;0,016939734;1,771093419;down-regulated;other
Aldh1a2;21,40425266;2,22320013;0,00311703;0,016965994;1,770420682;up-regulated;maternal
Atg13;192,6429617;-1,363523742;0,003118909;0,01696992;1,770320214;down-regulated;other
Ldlrad3;36,93110428;1,953795812;0,003125426;0,01699907;1,769574848;up-regulated;maternal
Dcaf13;570,8877312;-1,575085261;0,003126691;0,016999643;1,769560194;down-regulated;other
Rasl11b;17,55937079;2,054855329;0,003128168;0,017001369;1,769516117;up-regulated;maternal
1110037F02Rik;91,45125838;-1,387147627;0,003133269;0,0170077;1,769354414;down-regulated;maternal
Fam107a;4,149084109;5,403553108;0,003131177;0,0170077;1,769354414;up-regulated;other
Med30;242,2983355;1,306894851;0,003131657;0,0170077;1,769354414;up-regulated;other
Rb1cc1;1393,496261;-0,945802423;0,003133974;0,0170077;1,769354414;not-signficant;major
Scn8a;32,28296361;1,712129522;0,003138605;0,017026525;1,768873981;up-regulated;other
Ripk2;103,0018472;1,083885431;0,003142096;0,017039155;1,768551939;up-regulated;other
Cfdp1;681,4996238;-1,483645907;0,003146755;0,017052544;1,768210813;down-regulated;other
Sc5d;113,3344814;1,234879617;0,003146891;0,017052544;1,768210813;up-regulated;maternal
Ikbkg;52,92695923;-2,124069746;0,003148157;0,017053097;1,768196726;down-regulated;other
2900079G21Rik;5,131293748;-4,962660097;0,003159647;0,017109018;1,766774924;down-regulated;other
Dusp18;157,7970606;1,432235319;0,00316316;0,017121715;1,766452745;up-regulated;maternal
Acot8;65,66571486;-1,5349784;0,003169224;0,017134356;1,766132226;down-regulated;other
Paqr4;47,89417504;1,89141051;0,003170171;0,017134356;1,766132226;up-regulated;maternal
Rps28;303,8561777;-1,100778255;0,003168602;0,017134356;1,766132226;down-regulated;other
Usp32;181,0503586;-1,15365307;0,003168643;0,017134356;1,766132226;down-regulated;other
Tex19.2;123,3457369;1,629677888;0,003172095;0,017138435;1,766028831;up-regulated;other
Galm;141,0176213;1,326108224;0,003179116;0,017169215;1,76524956;up-regulated;maternal
Pdp1;64,31870983;1,441718046;0,003180135;0,017169215;1,76524956;up-regulated;maternal
Cacnb1;9,307800248;-2,788730957;0,003188841;0,017203547;1,76438201;down-regulated;other
Dctn5;66,84345929;-1,510460858;0,003188107;0,017203547;1,76438201;down-regulated;maternal
Mtpap;165,338009;1,116706809;0,003191927;0,017213858;1,764121786;up-regulated;maternal
2610034B18Rik;5,04926585;-4,941118399;0,003194816;0,017223102;1,763888638;down-regulated;other
Prpf31;85,9871433;-1,187401467;0,003201253;0,017251459;1,763174182;down-regulated;maternal
2700069I18Rik;10,42090147;3,041958439;0,003205043;0,017265535;1,762819947;up-regulated;other
Ythdf2;871,4285169;-0,922075632;0,003208399;0,017277264;1,762525035;not-signficant;other
Tusc3;182,3464508;1,021990815;0,00321006;0,017279861;1,762459757;up-regulated;maternal
Asb8;387,9192512;1,139017023;0,003215553;0,017303076;1,761876682;up-regulated;other
Cd200r3;5,634765412;4,821525685;0,003232262;0,017386604;1,759785246;up-regulated;other
Msh2;59,17294003;-1,295152857;0,003236306;0,01740197;1,759401587;down-regulated;maternal
Nrbp1;432,8401016;-1,004698825;0,003243216;0,017426344;1,758793711;down-regulated;other
Ubtd2;115,5275171;-1,247201809;0,003242742;0,017426344;1,758793711;down-regulated;major
Cypt3;23,12318936;2,020364933;0,003268272;0,017554538;1,755610598;up-regulated;major
Trabd2b;16,64326611;-2,305809968;0,003276645;0,017593063;1,754658537;down-regulated;other
Lamtor5;119,505997;1,486750297;0,00327896;0,017599048;1,754510821;up-regulated;maternal
Cyp39a1;152,4644165;1,077938979;0,003313982;0,017780509;1,750055821;up-regulated;other
Ypel3;174,5294218;1,122944701;0,003318743;0,017799539;1,749591238;up-regulated;other
Rnf182;44,45583886;1,467988024;0,003328367;0,017844622;1,748492644;up-regulated;other
Tst;3,933527876;5,331333572;0,003331077;0,017852625;1,748297906;up-regulated;other
Gm11426;50,61918716;1,726361441;0,003338252;0,017883942;1,747536743;up-regulated;other
Rps6kb2;34,81179883;-2,044934557;0,003339361;0,017883942;1,747536743;down-regulated;other
Cth;225,1190861;-1,102873501;0,003343129;0,017897582;1,747205644;down-regulated;other
Mtpn;786,7761678;0,833534872;0,003347012;0,017911829;1,746860067;not-signficant;other
Gm19466;13,38204163;2,439971067;0,003351338;0,017928438;1,746457551;up-regulated;other
Gstm3;7,253438048;5,219967778;0,003355772;0,017945608;1,74604183;up-regulated;other
Ubr7;138,2213299;-1,132836953;0,003364204;0,017984138;1,745110364;down-regulated;other
Meaf6;100,1428977;-1,131404918;0,003371323;0,018015621;1,744350772;down-regulated;other
Lypd6;46,92325545;1,485143058;0,003375173;0,018029624;1,744013324;up-regulated;other
Irgm1;28,87929147;2,530263505;0,003383901;0,018069663;1,743049941;up-regulated;other
Lysmd1;16,11983994;-2,542054166;0,003387306;0,018081258;1,742771357;down-regulated;major
Gfra1;116,3855946;1,301155359;0,003392713;0,018103525;1,742236849;up-regulated;other
Rexo2;127,8405236;1,133547515;0,003396603;0,018117687;1,741897237;up-regulated;other
Aif1l;18,28483282;-2,166945704;0,003403445;0,018147579;1,741181313;down-regulated;other
Cdk5rap3;40,54348419;-1,599777533;0,003415416;0,018198169;1,739972311;down-regulated;other
Pcdh9;253,9695614;0,91211121;0,003414389;0,018198169;1,739972311;not-signficant;maternal
1500011K16Rik;18,33135712;2,233949318;0,003418089;0,018205793;1,739790401;up-regulated;other
Sirpb1b;11,52231917;3,423812954;0,003427568;0,018249653;1,738745386;up-regulated;other
Cdk17;91,58990937;1,167512343;0,003447481;0,018349012;1,73638732;up-regulated;maternal
Lrrtm4;7,651736372;3,849224317;0,00346216;0,018420451;1,734699743;up-regulated;other
C87436;649,7050155;1,057919115;0,003475136;0,018482782;1,733232668;up-regulated;other
Narf;130,9530157;1,143431318;0,003480064;0,018502275;1,732774869;up-regulated;other
Atg2b;101,3143979;-1,152898009;0,003483488;0,018513765;1,732505263;down-regulated;other
Trim12c;9,957781219;3,012024177;0,003487981;0,018530925;1,732102913;up-regulated;other
Il23r;89,61243078;1,526605875;0,003515155;0,018663291;1,729011771;up-regulated;other
Sptssb;36,00725877;1,736590035;0,003515442;0,018663291;1,729011771;up-regulated;other
Umad1;89,45682841;1,208340379;0,003523239;0,018697916;1,728206806;up-regulated;other
Myl6;498,6684743;1,20375834;0,003533018;0,018743024;1,727160346;up-regulated;other
Psmc6;417,3368584;1,339438924;0,003536243;0,018753345;1,726921258;up-regulated;other
Xbp1;59,63883057;1,316312565;0,003541533;0,018774607;1,726429152;up-regulated;other
Lrrc27;20,2358362;2,127003747;0,003544829;0,018785289;1,726182123;up-regulated;other
Pdk3;197,6168835;1,09569644;0,003549499;0,018803234;1,725767444;up-regulated;other
Reg1;7,796839319;4,462849499;0,003551307;0,018806019;1,725703131;up-regulated;other
Zfp444;35,52575038;-1,515383569;0,003554276;0,018814945;1,725497055;down-regulated;other
9430021M05Rik;64,21398943;1,459824808;0,003565774;0,01884858;1,724721363;up-regulated;other
Ccng2;189,5093661;1,094514502;0,003563162;0,01884858;1,724721363;up-regulated;other
Cnot10;171,4864218;-0,999923643;0,003564128;0,01884858;1,724721363;not-signficant;other
Gm128;18,82047345;-2,019761059;0,003565014;0,01884858;1,724721363;down-regulated;major
Anp32e;183,4072329;-1,268817169;0,003568828;0,018852882;1,724622255;down-regulated;major
Hspa2;165,0438317;1,356240246;0,00356916;0,018852882;1,724622255;up-regulated;major
Cdc37l1;379,5653403;0,871555292;0,003583596;0,018922317;1,723025688;not-signficant;other
Deptor;492,5532717;0,907678434;0,003586313;0,018929842;1,722853002;not-signficant;maternal
Sult2a4;17,447614;2,613357314;0,003592839;0,018957465;1,722219733;up-regulated;other
Midn;279,5022112;1,913988144;0,003597931;0,018977499;1,721761015;up-regulated;other
Fgf9;75,7079626;1,153109126;0,003602371;0,018994083;1,721381658;up-regulated;other
Mtif3;22,5944623;-1,736797368;0,003611661;0,01902938;1,720575371;down-regulated;other
Oip5;166,0852445;-1,049949853;0,003610864;0,01902938;1,720575371;down-regulated;other
Fam19a4;22,90257645;1,972510508;0,003614444;0,019037196;1,720397027;up-regulated;maternal
B3galt6;40,59457429;-1,435689911;0,00362341;0,019077564;1,719477078;down-regulated;other
Cyp7b1;26,32758033;1,985080276;0,003627795;0,019093794;1,719107771;up-regulated;other
Ccng1;111,788684;1,069447868;0,003632252;0,019103536;1,718886229;up-regulated;other
Ube2v2;151,2836393;-1,525122958;0,00363103;0,019103536;1,718886229;down-regulated;other
Msl3l2;3,940450322;5,329930764;0,00365513;0,019216963;1,716315251;up-regulated;other
Gripap1;62,05595994;-1,41144171;0,00366845;0,019278062;1,714936625;down-regulated;major
Spp1;17,01808582;3,067683512;0,003669381;0,019278062;1,714936625;up-regulated;other
AW549877;66,95149025;1,462844575;0,003671604;0,01928283;1,714829227;up-regulated;other
Pou3f1;15,13659022;2,243643788;0,003675518;0,019296467;1,714522194;up-regulated;other
Gm11974;71,27055311;-1,805245139;0,003686297;0,019346132;1,713405862;down-regulated;major
Med9os;3,451417231;-5,387446153;0,003688679;0,019351705;1,713280772;down-regulated;other
Gm15941;93,10376419;1,117204329;0,003698328;0,01939538;1,712301718;up-regulated;maternal
4430402I18Rik;8,175712602;3,581380911;0,003705785;0,019427536;1,711582284;up-regulated;other
Dcun1d3;107,4050967;-1,155632167;0,003708508;0,019427914;1,711573823;down-regulated;major
Lrrc34;14,81367956;2,353331157;0,003708465;0,019427914;1,711573823;up-regulated;other
Hsf2bp;140,4425013;1,129367106;0,003711785;0,019438138;1,711345346;up-regulated;maternal
Rarg;134,4145328;-1,39959225;0,003725657;0,019503812;1,709880496;down-regulated;major
Lrrc41;77,95462528;-1,161299149;0,003727618;0,019507113;1,709807011;down-regulated;maternal
Stk24;506,6644535;1,098990098;0,003729894;0,019512059;1,709696897;up-regulated;other
Gpcpd1;776,7978393;-0,969725631;0,003735924;0,019536632;1,709150311;not-signficant;other
Dmrtc1b;48,25859028;1,827585708;0,00374569;0,019580714;1,708171474;up-regulated;other
Htra4;96,25160498;1,89490059;0,003747744;0,019584469;1,708088202;up-regulated;other
Rpl11;279,1877338;-1,159376678;0,003752914;0,019604498;1,707644283;down-regulated;other
Clstn3;6,574773058;-3,817776456;0,003757315;0,019620492;1,707290102;down-regulated;other
Dapp1;31,85343603;1,659477714;0,003760808;0,019631739;1,70704122;up-regulated;maternal
Thop1;106,1433054;-1,664456655;0,003778669;0,019717954;1,705138146;down-regulated;other
Gdap2;720,5015587;-0,879643096;0,00378517;0,01974485;1,704546172;not-signficant;other
Cxadr;294,113999;-1,324087743;0,003786989;0,019747307;1,704492119;down-regulated;major
9130024F11Rik;11,5368219;2,763127244;0,00378879;0,019749672;1,704440109;up-regulated;other
Gtsf1l;18,98570763;-2,365613236;0,003798098;0,019791154;1,703528884;down-regulated;major
Fbl;109,0548898;-1,081978378;0,003808072;0,019836077;1,702544225;down-regulated;major
Tfip11;61,87117464;-1,568647306;0,003812593;0,019852571;1,702183242;down-regulated;other
Lrrtm3;44,89595147;1,794988488;0,003816126;0,019863914;1,701935179;up-regulated;other
Rnf157;4,665907921;-4,794956463;0,003844506;0,020004532;1,698871595;down-regulated;other
Rgs22;6,553116441;4,250564302;0,003847556;0,020013298;1,698681329;up-regulated;other
1700086L19Rik;28,85667575;2,253960879;0,003849382;0,020015694;1,698629339;up-regulated;major
Epb4.1l4b;233,8682326;1,143675732;0,003856482;0,0200455;1,697983109;up-regulated;other
Aim1;69,82932149;1,404601696;0,003863444;0,020074569;1,697353765;up-regulated;other
Cinp;138,0810065;-1,449773816;0,003867456;0,020088297;1,697056871;down-regulated;other
Mapkapk2;47,76520548;1,32331738;0,003882769;0,020160692;1,695494571;up-regulated;other
Dtwd2;19,41732059;-2,162027817;0,003884864;0,020162886;1,695447298;down-regulated;other
Prelid1;312,5121288;-0,94495912;0,003885943;0,020162886;1,695447298;not-signficant;other
Lbh;34,92636273;1,896687099;0,003887785;0,020165304;1,695395237;up-regulated;other
Scnm1;175,336252;-1,598715148;0,003890014;0,020169728;1,695299968;down-regulated;other
Ermp1;4317,910246;1,062030725;0,003892363;0,020174773;1,695191343;up-regulated;other
AU041133;23,26732711;-1,74418086;0,003903394;0,020224796;1,694115842;down-regulated;other
Hars;195,6053587;-1,258015513;0,003910212;0,020238659;1,693818277;down-regulated;other
U2af1l4;193,7270438;1,332573152;0,003909265;0,020238659;1,693818277;up-regulated;other
Zwint;409,5322303;1,281893229;0,003909594;0,020238659;1,693818277;up-regulated;other
Zcchc3;94,6860422;1,259375363;0,003913121;0,020246568;1,693648582;up-regulated;maternal
Cdca3;678,5079392;0,844164619;0,003914758;0,020247892;1,69362018;not-signficant;other
Emid1;6,447184562;-4,24929716;0,003927258;0,020298218;1,69254209;down-regulated;other
Slc16a9;25,22364634;2,538973358;0,003927171;0,020298218;1,69254209;up-regulated;other
Uvrag;215,5626602;1,156089899;0,003931104;0,020310935;1,692270076;up-regulated;other
Slc25a29;10,06172193;3,31539193;0,003941359;0,020356744;1,691291693;up-regulated;other
Psmc5;238,2034675;-1,47062363;0,003943188;0,02035902;1,691243141;down-regulated;maternal
Rpl12;127,114022;-1,102378763;0,003951447;0,020394474;1,690487492;down-regulated;other
Ryr2;29,27270749;1,843715678;0,003961614;0,020439755;1,689524306;up-regulated;other
Dync1i2;464,1336277;0,893652784;0,003978894;0,020521685;1,68778698;not-signficant;other
BC039771;10,95896612;2,912971025;0,003980962;0,020525126;1,68771416;up-regulated;other
Hadh;14,41461391;2,221012482;0,003982884;0,02052782;1,687657177;up-regulated;other
Trip6;7,053221883;4,357912952;0,00398577;0,020528736;1,687637785;up-regulated;other
Uxt;64,40220131;-1,462967636;0,003985863;0,020528736;1,687637785;down-regulated;other
Psmd13;76,26047614;-1,160683487;0,003999596;0,020592229;1,686296638;down-regulated;other
Pparg;17,1773254;2,178927568;0,004008326;0,020629931;1,685502229;up-regulated;maternal
8430429K09Rik;60,03670623;1,411258572;0,004011163;0,020630318;1,685494068;up-regulated;other
Sh3bp5l;25,35129978;-2,199747714;0,004011216;0,020630318;1,685494068;down-regulated;other
Fdx1;47,37126468;1,684065039;0,004013343;0,020634017;1,685416214;up-regulated;maternal
Slc4a3;4,799920366;-4,831319764;0,004030055;0,020708878;1,683843422;down-regulated;other
Tmem234;52,1412116;-1,601482971;0,004030729;0,020708878;1,683843422;down-regulated;other
Hnrnpf;839,7213732;-0,895737788;0,004034845;0,020716085;1,683692321;not-signficant;other
Ptprn;6,947476931;3,738453899;0,004034959;0,020716085;1,683692321;up-regulated;other
9130011E15Rik;85,12664017;-1,258871166;0,004046467;0,020765758;1,682652214;down-regulated;other
Nasp;750,991835;-0,9374385;0,004047467;0,020765758;1,682652214;not-signficant;other
Dkc1;775,553608;-1,130141676;0,004050609;0,020774165;1,682476428;down-regulated;other
Smim14;1028,498705;0,895866141;0,00405194;0,020774165;1,682476428;not-signficant;other
Ubap1;328,4472578;-0,864958727;0,004058711;0,020801601;1,681903228;not-signficant;other
Appbp2;468,0219976;-0,846412975;0,00406433;0,020823122;1,681454164;not-signficant;other
Cstf1;522,9736768;-0,893770028;0,004075648;0,020873812;1,680398243;not-signficant;other
Gckr;51,95413045;1,680428464;0,004077698;0,020877017;1,680331554;up-regulated;maternal
Ccdc107;20,75287778;-2,17294904;0,00409179;0,020941852;1,678984923;down-regulated;other
Mb21d2;98,48172613;1,087817082;0,004098487;0,020968805;1,678426317;up-regulated;maternal
Dio1;7,479661057;-3,947689686;0,004100931;0,020973986;1,678319022;down-regulated;major
BC021767;220,0801435;1,556124797;0,00411515;0,021039369;1,676967299;up-regulated;other
Pigl;68,89045929;-1,210796773;0,004126414;0,0210896;1,675931663;down-regulated;other
Gm2694;187,0161986;1,452619702;0,00413437;0,021108186;1,675549094;up-regulated;other
Prkcq;7,495588293;-3,447668482;0,004132337;0,021108186;1,675549094;down-regulated;other
Zmym5;156,2986228;1,390580211;0,004132947;0,021108186;1,675549094;up-regulated;major
Bivm;78,5373369;1,178301269;0,004143648;0,021126119;1,675180281;up-regulated;other
Fancb;64,04208348;1,418063202;0,004139456;0,021126119;1,675180281;up-regulated;other
Id4;13,6556953;2,280745373;0,004142833;0,021126119;1,675180281;up-regulated;other
Ift27;16,78054789;2,37403746;0,004143173;0,021126119;1,675180281;up-regulated;other
Kalrn;245,0696485;1,043425252;0,004149645;0,021141936;1,674855251;up-regulated;other
Six4;32,27218905;1,92300081;0,004151077;0,021141936;1,674855251;up-regulated;other
Zfp185;25,29472184;1,833774498;0,004150403;0,021141936;1,674855251;up-regulated;other
Hscb;96,45069309;1,530831615;0,004176546;0,021264263;1,67234966;up-regulated;other
4933406J08Rik;127,1859145;-1,45066356;0,00418126;0,021280871;1,67201061;down-regulated;major
Zp2;351,0095971;0,880569676;0,004186046;0,021297833;1,671664582;not-signficant;maternal
Tm9sf1;40,81262785;-1,497558137;0,004192438;0,021322957;1,671152572;down-regulated;other
1700034K08Rik;5,219192033;4,736366541;0,004200746;0,021357797;1,670443542;up-regulated;maternal
Dido1;286,5873375;-0,96213999;0,004216679;0,021431374;1,668949978;not-signficant;major
Ago2;182,0881737;-0,979283222;0,004222887;0,021455488;1,668461597;not-signficant;other
Ccdc66;116,2094553;-1,054971494;0,004231556;0,021492083;1,667721486;down-regulated;other
4930519F16Rik;51,77588046;1,473237488;0,004238864;0,021521744;1,667122548;up-regulated;other
Wash;33,69489887;-1,504237062;0,00425975;0,021620294;1,665138397;down-regulated;other
Rpl5;478,6585411;-1,068130357;0,004275867;0,021694583;1,663648684;down-regulated;maternal
Dctn3;134,8238212;1,26716985;0,004284239;0,021722025;1,663099693;up-regulated;maternal
Wdr81;104,4678933;-1,420486212;0,004283725;0,021722025;1,663099693;down-regulated;major
