"Intersection_category","Intersection_count","Gene_name","Gene_id"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Hnrnpab","ENSMUSG00000020358"
"B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2,"Hnrnpm","ENSMUSG00000059208"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Hras","ENSMUSG00000025499"
"B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)",2,"Hspa4","ENSMUSG00000020361"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Hspa5","ENSMUSG00000026864"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Hspa8","ENSMUSG00000015656"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3,"Hspb1","ENSMUSG00000004951"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3,"Idh3g","ENSMUSG00000002010"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Ier3ip1","ENSMUSG00000090000"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Imp3","ENSMUSG00000032288"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Impdh2","ENSMUSG00000062867"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Ing4","ENSMUSG00000030330"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Ino80c","ENSMUSG00000047989"
"B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2,"Ints11","ENSMUSG00000029034"
"B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2,"Ipo11","ENSMUSG00000042590"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Ipo4","ENSMUSG00000002319"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Ipo5","ENSMUSG00000030662"
"C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Ipo7","ENSMUSG00000066232"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Isca2","ENSMUSG00000021241"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Isyna1","ENSMUSG00000019139"
"B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2,"Ivd","ENSMUSG00000027332"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Ivns1abp","ENSMUSG00000023150"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Jpt1","ENSMUSG00000020737"
"B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2,"Kdm3a","ENSMUSG00000053470"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3,"Kdm5b","ENSMUSG00000042207"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Khdrbs1","ENSMUSG00000028790"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Kif22","ENSMUSG00000030677"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Klf12","ENSMUSG00000072294"
"B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Kmt5b","ENSMUSG00000045098"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Knop1","ENSMUSG00000030980"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Krit1","ENSMUSG00000000600"
"B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Kti12","ENSMUSG00000073775"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Lage3","ENSMUSG00000015289"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3,"Lamp2","ENSMUSG00000016534"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Ldha","ENSMUSG00000063229"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Leng1","ENSMUSG00000078813"
"B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2,"Lhfpl4","ENSMUSG00000042873"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3,"Limch1","ENSMUSG00000037736"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Lnpk","ENSMUSG00000009207"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Lrpap1","ENSMUSG00000029103"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Lrrc41","ENSMUSG00000028703"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Lsg1","ENSMUSG00000022538"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Lsm12","ENSMUSG00000020922"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Lsm8","ENSMUSG00000044155"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Luc7l2","ENSMUSG00000029823"
"B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2,"Lyrm2","ENSMUSG00000045854"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Lztr1","ENSMUSG00000022761"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Mad2l1bp","ENSMUSG00000034509"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Magt1","ENSMUSG00000031232"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Mak16","ENSMUSG00000031578"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Map1lc3a","ENSMUSG00000027602"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Map1lc3b","ENSMUSG00000031812"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3,"Mapkapk5","ENSMUSG00000029454"
"B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2,"Mcl1","ENSMUSG00000038612"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Mcts1","ENSMUSG00000000355"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Mdh2","ENSMUSG00000019179"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Med29","ENSMUSG00000003444"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Med7","ENSMUSG00000020397"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Mep1b","ENSMUSG00000024313"
"B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2,"Metap1","ENSMUSG00000005813"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",2,"Mettl23","ENSMUSG00000090266"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3,"Mfsd11","ENSMUSG00000020818"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Mfsd14a","ENSMUSG00000089911"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Mga","ENSMUSG00000033943"
"C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Mier3","ENSMUSG00000032727"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Mif","ENSMUSG00000033307"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Mkrn1","ENSMUSG00000029922"
"C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Mkrn2","ENSMUSG00000000439"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Mms22l","ENSMUSG00000045751"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Mns1","ENSMUSG00000032221"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",2,"Mob1a","ENSMUSG00000043131"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Mpc2","ENSMUSG00000026568"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Mpv17","ENSMUSG00000107283"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Mrpl12","ENSMUSG00000039640"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Mrpl13","ENSMUSG00000022370"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Mrpl20","ENSMUSG00000029066"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",2,"Mrpl28","ENSMUSG00000024181"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Mrpl34","ENSMUSG00000034880"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3,"Mrpl41","ENSMUSG00000036850"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Mrpl42","ENSMUSG00000062981"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Mrpl43","ENSMUSG00000025208"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Mrpl46","ENSMUSG00000030612"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Mrpl49","ENSMUSG00000007338"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Mrpl51","ENSMUSG00000030335"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",2,"Mrps11","ENSMUSG00000030611"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3,"Mrps24","ENSMUSG00000020477"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3,"Mrps26","ENSMUSG00000037740"
"B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2,"Mrps30","ENSMUSG00000021731"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Mrps6","ENSMUSG00000039680"
"B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2,"Msantd2","ENSMUSG00000042138"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Msrb1","ENSMUSG00000075705"
"B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Msto1","ENSMUSG00000068922"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"mt-Atp6","ENSMUSG00000064357"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"mt-Atp8","ENSMUSG00000064356"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"mt-Co1","ENSMUSG00000064351"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"mt-Co2","ENSMUSG00000064354"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"mt-Co3","ENSMUSG00000064358"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"mt-Cytb","ENSMUSG00000064370"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"mt-Nd1","ENSMUSG00000064341"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"mt-Nd2","ENSMUSG00000064345"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"mt-Nd3","ENSMUSG00000064360"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"mt-Nd4","ENSMUSG00000064363"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"mt-Nd4l","ENSMUSG00000065947"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"mt-Nd5","ENSMUSG00000064367"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"mt-Nd6","ENSMUSG00000064368"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Mt1","ENSMUSG00000031765"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Mt2","ENSMUSG00000031762"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Mtch2","ENSMUSG00000027282"
"B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2,"Mtor","ENSMUSG00000028991"
"B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Mybbp1a","ENSMUSG00000040463"
"C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Myg1","ENSMUSG00000001285"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Myl6","ENSMUSG00000090841"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Naa38","ENSMUSG00000059278"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Naalad2","ENSMUSG00000043943"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Nabp1","ENSMUSG00000026107"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3,"Nans","ENSMUSG00000028334"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Nav1","ENSMUSG00000009418"
"B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2,"Ncapd2","ENSMUSG00000038252"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Ndufa11","ENSMUSG00000002379"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Ndufa2","ENSMUSG00000014294"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Ndufa7","ENSMUSG00000041881"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Ndufa9","ENSMUSG00000000399"
"B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)",2,"Ndufaf5","ENSMUSG00000027384"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Ndufaf7","ENSMUSG00000024082"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Ndufb10","ENSMUSG00000040048"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Ndufc1","ENSMUSG00000037152"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Ndufs2","ENSMUSG00000013593"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Ndufs8","ENSMUSG00000059734"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Ndufv2","ENSMUSG00000024099"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Necap2","ENSMUSG00000028923"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Nelfe","ENSMUSG00000024369"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Nemp1","ENSMUSG00000040195"
"B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2,"Nfatc3","ENSMUSG00000031902"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Nfyb","ENSMUSG00000020248"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Nhp2","ENSMUSG00000001056"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",2,"Nif3l1","ENSMUSG00000026036"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Nip7","ENSMUSG00000031917"
"B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)",2,"Nipa2","ENSMUSG00000030452"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Nkiras2","ENSMUSG00000017837"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Nktr","ENSMUSG00000032525"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Nlrc3","ENSMUSG00000049871"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Nme1","ENSMUSG00000037601"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Noa1","ENSMUSG00000036285"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Nob1","ENSMUSG00000003848"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Nol12","ENSMUSG00000033099"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Nol7","ENSMUSG00000063200"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Nolc1","ENSMUSG00000015176"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Nop10","ENSMUSG00000027133"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Nop53","ENSMUSG00000041560"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Npepps","ENSMUSG00000001441"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Nr5a2","ENSMUSG00000026398"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3,"Ntmt1","ENSMUSG00000026857"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Nub1","ENSMUSG00000028954"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Nudcd2","ENSMUSG00000020328"
"B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Nudt21","ENSMUSG00000031754"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3,"Nudt4","ENSMUSG00000020029"
"B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Nufip1","ENSMUSG00000022009"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Nxf1","ENSMUSG00000010097"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Odc1","ENSMUSG00000011179"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Ogdh","ENSMUSG00000020456"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Ogt","ENSMUSG00000034160"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3,"Oip5","ENSMUSG00000072980"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Ola1","ENSMUSG00000027108"
"B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2,"Olfr1033","ENSMUSG00000045392"
"B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2,"Olfr1459","ENSMUSG00000057503"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Omd","ENSMUSG00000048368"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Orc3","ENSMUSG00000040044"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3,"Ormdl2","ENSMUSG00000025353"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Otud6b","ENSMUSG00000040550"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"P2rx4","ENSMUSG00000029470"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"P4hb","ENSMUSG00000025130"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Pa2g4","ENSMUSG00000025364"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Pabpc1","ENSMUSG00000022283"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Pabpn1","ENSMUSG00000022194"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Paf1","ENSMUSG00000003437"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Pagr1a","ENSMUSG00000030680"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Pank3","ENSMUSG00000018846"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Papola","ENSMUSG00000021111"
"B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2,"Papss1","ENSMUSG00000028032"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Parvb","ENSMUSG00000022438"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Pbdc1","ENSMUSG00000031226"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Pcgf5","ENSMUSG00000024805"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Pcnp","ENSMUSG00000071533"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",2,"Pdcd10","ENSMUSG00000027835"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Pdcd2","ENSMUSG00000014771"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Pdrg1","ENSMUSG00000027472"
"C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Pds5a","ENSMUSG00000029202"
"C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Pds5b","ENSMUSG00000034021"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Pemt","ENSMUSG00000000301"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Pet100","ENSMUSG00000087687"
"B6D2F1 pure (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Pex16","ENSMUSG00000027222"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Pex19","ENSMUSG00000003464"
"C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3,"Pfdn6","ENSMUSG00000024309"
"C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Pgam1","ENSMUSG00000011752"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Pglyrp1","ENSMUSG00000030413"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Pgrmc1","ENSMUSG00000006373"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Pgrmc2","ENSMUSG00000049940"
"C57BL/6 pure (N=3)|CAST/EiJxC57BL/6J (N=1)",2,"Phgdh","ENSMUSG00000053398"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)",2,"Phkg1","ENSMUSG00000025537"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",4,"Phkg2","ENSMUSG00000030815"
"B6D2F1 pure (N=1)|C57BL/6 pure (N=3)|C57BL/6 x mix (N=3)",3,"Phlda2","ENSMUSG00000010760"
"B6D2F1 pure (N=1)|CAST/EiJxC57BL/6J (N=1)",2,"Phrf1","ENSMUSG00000038611"
