"gene","int","cnt"
"UQCRB","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"URB1","CAST/EiJxC57BL/6J (N=1)",1
"USF1","CAST/EiJxC57BL/6J (N=1)",1
"USP1","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"USP21","CAST/EiJxC57BL/6J (N=1)",1
"USP22","CAST/EiJxC57BL/6J (N=1)",1
"USP29","CAST/EiJxC57BL/6J (N=1)",1
"USP3","CAST/EiJxC57BL/6J (N=1)",1
"USP38","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"USP5","CAST/EiJxC57BL/6J (N=1)",1
"UTP14B","CAST/EiJxC57BL/6J (N=1)",1
"UTP18","CAST/EiJxC57BL/6J (N=1)",1
"UVRAG","CAST/EiJxC57BL/6J (N=1)",1
"UXS1","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"VAC14","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"VCP","CAST/EiJxC57BL/6J (N=1)",1
"VHL","CAST/EiJxC57BL/6J (N=1)",1
"VIL1","CAST/EiJxC57BL/6J (N=1)",1
"VKORC1","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"VMN1R220","CAST/EiJxC57BL/6J (N=1)",1
"VMN2R107","CAST/EiJxC57BL/6J (N=1)",1
"VMN2R18","CAST/EiJxC57BL/6J (N=1)",1
"VPS25","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"VPS4B","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"VPS50","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"VRK3","CAST/EiJxC57BL/6J (N=1)",1
"VWCE","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"VWF","CAST/EiJxC57BL/6J (N=1)",1
"WARS","CAST/EiJxC57BL/6J (N=1)",1
"WASHC1","CAST/EiJxC57BL/6J (N=1)",1
"WBP1L","CAST/EiJxC57BL/6J (N=1)",1
"WBP4","CAST/EiJxC57BL/6J (N=1)",1
"WDCP","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"WDR11","CAST/EiJxC57BL/6J (N=1)",1
"WDR31","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"WDR34","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"WDR36","CAST/EiJxC57BL/6J (N=1)",1
"WDR45","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"WDR48","CAST/EiJxC57BL/6J (N=1)",1
"WDR60","CAST/EiJxC57BL/6J (N=1)",1
"WDR62","CAST/EiJxC57BL/6J (N=1)",1
"WDR75","CAST/EiJxC57BL/6J (N=1)",1
"WEE1","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"WIPF2","CAST/EiJxC57BL/6J (N=1)",1
"XAF1","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"XDH","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"XLR4B","CAST/EiJxC57BL/6J (N=1)",1
"XPO4","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"XPR1","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"XRCC5","CAST/EiJxC57BL/6J (N=1)",1
"YAE1D1","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"YAP1","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"YBX2","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"YIPF4","CAST/EiJxC57BL/6J (N=1)",1
"YIPF5","CAST/EiJxC57BL/6J (N=1)",1
"YLPM1","CAST/EiJxC57BL/6J (N=1)",1
"YRDC","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"YTHDC1","CAST/EiJxC57BL/6J (N=1)",1
"YTHDF3","CAST/EiJxC57BL/6J (N=1)",1
"YY2","CAST/EiJxC57BL/6J (N=1)",1
"ZAR1L","CAST/EiJxC57BL/6J (N=1)",1
"ZBTB17","CAST/EiJxC57BL/6J (N=1)",1
"ZBTB9","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"ZC3H12C","CAST/EiJxC57BL/6J (N=1)",1
"ZC3H8","CAST/EiJxC57BL/6J (N=1)",1
"ZCCHC10","CAST/EiJxC57BL/6J (N=1)",1
"ZCCHC9","CAST/EiJxC57BL/6J (N=1)",1
"ZDHHC7","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"ZFAND5","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"ZFP1","CAST/EiJxC57BL/6J (N=1)",1
"ZFP113","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"ZFP207","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"ZFP217","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"ZFP335","CAST/EiJxC57BL/6J (N=1)",1
"ZFP445","CAST/EiJxC57BL/6J (N=1)",1
"ZFP451","CAST/EiJxC57BL/6J (N=1)",1
"ZFP513","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"ZFP553","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"ZFP560","CAST/EiJxC57BL/6J (N=1)",1
"ZFP574","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"ZFP592","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"ZFP623","CAST/EiJxC57BL/6J (N=1)",1
"ZFP64","CAST/EiJxC57BL/6J (N=1)",1
"ZFP644","CAST/EiJxC57BL/6J (N=1)",1
"ZFP664","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"ZFP707","CAST/EiJxC57BL/6J (N=1)",1
"ZFP746","CAST/EiJxC57BL/6J (N=1)",1
"ZFP791","CAST/EiJxC57BL/6J (N=1)",1
"ZFP808","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"ZFP819","CAST/EiJxC57BL/6J (N=1)",1
"ZFP84","CAST/EiJxC57BL/6J (N=1)",1
"ZFP934","CAST/EiJxC57BL/6J (N=1)",1
"ZFP939","CAST/EiJxC57BL/6J (N=1)",1
"ZFP950","CAST/EiJxC57BL/6J (N=1)",1
"ZFP961","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"ZFP972","CAST/EiJxC57BL/6J (N=1)",1
"ZFP974","CAST/EiJxC57BL/6J (N=1)",1
"ZFP985","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"ZKSCAN1","CAST/EiJxC57BL/6J (N=1)",1
"ZKSCAN5","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"ZMAT2","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"ZMIZ1","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"ZMIZ2","CAST/EiJxC57BL/6J (N=1)",1
"ZP2","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"ZSCAN29","CAST/EiJxC57BL/6J (N=1)",1
"ZSWIM3","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"ZYG11B","CAST/EiJxC57BL/6J (N=1)",1
"ZZEF1","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"0610010F05RIK","B6D2F1 clean (N=1)",1
"1500011B03RIK","B6D2F1 clean (N=1)",1
"2210016L21RIK","B6D2F1 clean (N=1)",1
"2610001J05RIK","B6D2F1 clean (N=1)",1
"2610005L07RIK","B6D2F1 clean (N=1)",1
"2700062C07RIK","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"2700099C18RIK","B6D2F1 clean (N=1)",1
"2810006K23RIK","B6D2F1 clean (N=1)",1
"3830406C13RIK","B6D2F1 clean (N=1)",1
"4930503L19RIK","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"4930522L14RIK","B6D2F1 clean (N=1)",1
"4931406C07RIK","B6D2F1 clean (N=1)",1
"4931428L18RIK","B6D2F1 clean (N=1)",1
"6030458C11RIK","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"6820431F20RIK","B6D2F1 clean (N=1)",1
"7420426K07RIK","B6D2F1 clean (N=1)",1
"8030462N17RIK","B6D2F1 clean (N=1)",1
"9130409I23RIK","B6D2F1 clean (N=1)",1
"9530068E07RIK","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"A630095E13RIK","B6D2F1 clean (N=1)",1
"A830018L16RIK","B6D2F1 clean (N=1)",1
"AADAC","B6D2F1 clean (N=1)",1
"AAED1","B6D2F1 clean (N=1)",1
"ABCB1B","B6D2F1 clean (N=1)",1
"ABCB7","B6D2F1 clean (N=1)",1
"ABHD4","B6D2F1 clean (N=1)",1
"AC133103.5","B6D2F1 clean (N=1)",1
"ACADM","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"ACCSL","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"ACOT9","B6D2F1 clean (N=1)",1
"ACTR8","B6D2F1 clean (N=1)",1
"ADAMTS19","B6D2F1 clean (N=1)",1
"ADARB2","B6D2F1 clean (N=1)",1
"ADD3","B6D2F1 clean (N=1)",1
"ADIPOR2","B6D2F1 clean (N=1)",1
"AF067063","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"AFTPH","B6D2F1 clean (N=1)",1
"AGO2","B6D2F1 clean (N=1)",1
"AI481877","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"AI987944","B6D2F1 clean (N=1)",1
"AKAP12","B6D2F1 clean (N=1)",1
"ALG9","B6D2F1 clean (N=1)",1
"ALKBH8","B6D2F1 clean (N=1)",1
"AMFR","B6D2F1 clean (N=1)",1
"ANK3","B6D2F1 clean (N=1)",1
"ANKHD1","B6D2F1 clean (N=1)",1
"ANKRD11","B6D2F1 clean (N=1)",1
"ANKRD33B","B6D2F1 clean (N=1)",1
"ANO10","B6D2F1 clean (N=1)",1
"ANXA2","B6D2F1 clean (N=1)",1
"ANXA7","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"AP1M1","B6D2F1 clean (N=1)",1
"AP1S3","B6D2F1 clean (N=1)",1
"AP3M2","B6D2F1 clean (N=1)",1
"AP5M1","B6D2F1 clean (N=1)",1
"APOOL","B6D2F1 clean (N=1)",1
"ARG2","B6D2F1 clean (N=1)",1
"ARHGAP17","B6D2F1 clean (N=1)",1
"ARHGAP28","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"ARHGEF2","B6D2F1 clean (N=1)",1
"ARHGEF39","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"ARID5B","B6D2F1 clean (N=1)",1
"ARL14EPL","B6D2F1 clean (N=1)",1
"ARL2BP","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"ARL5B","B6D2F1 clean (N=1)",1
"ARL6IP6","B6D2F1 clean (N=1)",1
"ARMC8","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"ARPP19","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"ARRDC1","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"ASB8","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"ASCC3","B6D2F1 clean (N=1)",1
"ASF1B","B6D2F1 clean (N=1)",1
"ASH2L","B6D2F1 clean (N=1)",1
"ATAD5","B6D2F1 clean (N=1)",1
"ATL2","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"ATM","B6D2F1 clean (N=1)",1
"ATP10B","B6D2F1 clean (N=1)",1
"ATP1B1","B6D2F1 clean (N=1)",1
"ATP2C1","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"ATP6V0C","B6D2F1 clean (N=1)",1
"ATP6V0C-PS2","B6D2F1 clean (N=1)",1
"ATPAF2","B6D2F1 clean (N=1)",1
"AU015836","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"AUNIP","B6D2F1 clean (N=1)",1
"AW554918","B6D2F1 clean (N=1)",1
"AXDND1","B6D2F1 clean (N=1)",1
"B020031M17RIK","B6D2F1 clean (N=1)",1
"B230219D22RIK","B6D2F1 clean (N=1)",1
"B3GNT2","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"BBS1","B6D2F1 clean (N=1)",1
"BBX","B6D2F1 clean (N=1)",1
"BC005624","B6D2F1 clean (N=1)",1
"BCAS1","B6D2F1 clean (N=1)",1
"BCL2L1","B6D2F1 clean (N=1)",1
"BICD1","B6D2F1 clean (N=1)",1
"BIN2","B6D2F1 clean (N=1)",1
"BIN3","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"BRCA1","B6D2F1 clean (N=1)",1
"BRD8","B6D2F1 clean (N=1)",1
"BRWD3","B6D2F1 clean (N=1)",1
"BSG","B6D2F1 clean (N=1)",1
"BTBD10","B6D2F1 clean (N=1)",1
"BTBD8","B6D2F1 clean (N=1)",1
"BTG3","B6D2F1 clean (N=1)",1
"BTG4","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"BUB3","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"C2CD5","B6D2F1 clean (N=1)",1
"C87414","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"C87977","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"C9ORF72","B6D2F1 clean (N=1)",1
"CAB39L","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"CABIN1","B6D2F1 clean (N=1)",1
"CARD6","B6D2F1 clean (N=1)",1
"CASP6","B6D2F1 clean (N=1)",1
"CAST","B6D2F1 clean (N=1)",1
"CCDC15","B6D2F1 clean (N=1)",1
"CCDC181","B6D2F1 clean (N=1)",1
"CCDC73","B6D2F1 clean (N=1)",1
"CCDC90B","B6D2F1 clean (N=1)",1
"CCNG1","B6D2F1 clean (N=1)",1
"CCNT2","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"CCNY","B6D2F1 clean (N=1)",1
"CCZ1","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"CD55","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"CD7","B6D2F1 clean (N=1)",1
"CDC123","B6D2F1 clean (N=1)",1
"CDC26","B6D2F1 clean (N=1)",1
"CDC37","B6D2F1 clean (N=1)",1
"CDC7","B6D2F1 clean (N=1)",1
"CDK15","B6D2F1 clean (N=1)",1
"CDKL2","B6D2F1 clean (N=1)",1
"CDKN3","B6D2F1 clean (N=1)",1
"CDT1","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"CEACAM20","B6D2F1 clean (N=1)",1
"CECR2","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"CENPI","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"CENPJ","B6D2F1 clean (N=1)",1
"CEP164","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"CEP41","B6D2F1 clean (N=1)",1
"CEP57L1","B6D2F1 clean (N=1)",1
"CEP95","B6D2F1 clean (N=1)",1
"CFAP45","B6D2F1 clean (N=1)",1
"CFL1","B6D2F1 clean (N=1)",1
"CFL2","B6D2F1 clean (N=1)",1
"CHMP3","B6D2F1 clean (N=1)",1
"CHN1","B6D2F1 clean (N=1)",1
"CHN2","B6D2F1 clean (N=1)",1
"CHST7","B6D2F1 clean (N=1)",1
"CHSY1","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"CIAPIN1","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"CIP2A","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"CISD1","B6D2F1 clean (N=1)",1
"CIT","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"CKAP2L","B6D2F1 clean (N=1)",1
"CKAP5","B6D2F1 clean (N=1)",1
"CLCN3","B6D2F1 clean (N=1)",1
"CLEC12A","B6D2F1 clean (N=1)",1
"CLK3","B6D2F1 clean (N=1)",1
"CLTB","B6D2F1 clean (N=1)",1
"CMC1","B6D2F1 clean (N=1)",1
"CNOT9","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"CNPPD1","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"CNTN4","B6D2F1 clean (N=1)",1
"COP1","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"COPS7B","B6D2F1 clean (N=1)",1
"COQ6","B6D2F1 clean (N=1)",1
"COX10","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"COX5A","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"CPLANE1","B6D2F1 clean (N=1)",1
"CPT1A","B6D2F1 clean (N=1)",1
"CR1L","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"CREB3L4","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"CREBBP","B6D2F1 clean (N=1)",1
"CREM","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"CRYL1","B6D2F1 clean (N=1)",1
"CSMD3","B6D2F1 clean (N=1)",1
"CSNK1G1","B6D2F1 clean (N=1)",1
"CSPP1","B6D2F1 clean (N=1)",1
"CSRNP2","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"CTNNA3","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"CWC27","B6D2F1 clean (N=1)",1
"CXCL10","B6D2F1 clean (N=1)",1
"CXCR2","B6D2F1 clean (N=1)",1
"CYB5B","B6D2F1 clean (N=1)",1
"CYC1","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"CYLD","B6D2F1 clean (N=1)",1
"CYP4F39","B6D2F1 clean (N=1)",1
"CYTH1","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"DARS","B6D2F1 clean (N=1)",1
"DARS2","B6D2F1 clean (N=1)",1
"DBR1","B6D2F1 clean (N=1)",1
"DCK","B6D2F1 clean (N=1)",1
"DCLRE1A","B6D2F1 clean (N=1)",1
"DCLRE1C","B6D2F1 clean (N=1)",1
"DCPS","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"DDB2","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"DEAF1","B6D2F1 clean (N=1)",1
"DENND4C","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"DENND5A","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"DENND5B","B6D2F1 clean (N=1)",1
"DERL3","B6D2F1 clean (N=1)",1
"DGCR8","B6D2F1 clean (N=1)",1
"DGUOK","B6D2F1 clean (N=1)",1
"DHODH","B6D2F1 clean (N=1)",1
"DHRS1","B6D2F1 clean (N=1)",1
"DHX30","B6D2F1 clean (N=1)",1
"DLD","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"DMTN","B6D2F1 clean (N=1)",1
"DNAH7C","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"DNAJA3","B6D2F1 clean (N=1)",1
"DNAJB6","B6D2F1 clean (N=1)",1
"DNAJC3","B6D2F1 clean (N=1)",1
"DNAJC7","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"DNM1L","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"DNMT3L","B6D2F1 clean (N=1)",1
"DNTTIP2","B6D2F1 clean (N=1)",1
"DOP1A","B6D2F1 clean (N=1)",1
"DPF3","B6D2F1 clean (N=1)",1
"DPPA1","B6D2F1 clean (N=1)",1
"DPYS","B6D2F1 clean (N=1)",1
"DPYSL3","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"DRAM2","B6D2F1 clean (N=1)",1
"DRAP1","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"DROSHA","B6D2F1 clean (N=1)",1
"DSCC1","B6D2F1 clean (N=1)",1
"DUS2","B6D2F1 clean (N=1)",1
"DUSP14","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"DYM","B6D2F1 clean (N=1)",1
"EFCAB6","B6D2F1 clean (N=1)",1
"EFR3A","B6D2F1 clean (N=1)",1
"EHD4","B6D2F1 clean (N=1)",1
"EIF2AK1","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"EIF2B3","B6D2F1 clean (N=1)",1
"EIF3I","B6D2F1 clean (N=1)",1
"EIF4B","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"ELOVL1","B6D2F1 clean (N=1)",1
"ELOVL7","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"EMC2","B6D2F1 clean (N=1)",1
"EML1","B6D2F1 clean (N=1)",1
"ENTPD4","B6D2F1 clean (N=1)",1
"ENTPD4B","B6D2F1 clean (N=1)",1
"ENTPD5","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"EPC2","B6D2F1 clean (N=1)",1
"EPRS","B6D2F1 clean (N=1)",1
"ERG28","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"ERMP1","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"ERP44","B6D2F1 clean (N=1)",1
"ESCO1","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"ESR2","B6D2F1 clean (N=1)",1
"ETFA","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"EVI5","B6D2F1 clean (N=1)",1
"EXOC3L","B6D2F1 clean (N=1)",1
"EXOC4","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"EXOSC1","B6D2F1 clean (N=1)",1
"EXOSC9","B6D2F1 clean (N=1)",1
"EYA1","B6D2F1 clean (N=1)",1
"FABP5","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"FAM102A","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"FAM104A","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"FAM122A","B6D2F1 clean (N=1)",1
"FAM135A","B6D2F1 clean (N=1)",1
"FAM13C","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"FAM161A","B6D2F1 clean (N=1)",1
"FAM169A","B6D2F1 clean (N=1)",1
"FAM204A","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"FAM229B","B6D2F1 clean (N=1)",1
"FAM50A","B6D2F1 clean (N=1)",1
"FAM57A","B6D2F1 clean (N=1)",1
"FAM69A","B6D2F1 clean (N=1)",1
"FAM76A","B6D2F1 clean (N=1)",1
"FAM76B","B6D2F1 clean (N=1)",1
"FARSB","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"FBXO17","B6D2F1 clean (N=1)",1
"FBXO38","B6D2F1 clean (N=1)",1
"FBXW11","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"FCGBP","B6D2F1 clean (N=1)",1
"FCGRT","B6D2F1 clean (N=1)",1
"FDX1","B6D2F1 clean (N=1)",1
"FEM1B","B6D2F1 clean (N=1)",1
"FGD6","B6D2F1 clean (N=1)",1
"FH1","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"FIP1L1","B6D2F1 clean (N=1)",1
"FLRT3","B6D2F1 clean (N=1)",1
"FNBP4","B6D2F1 clean (N=1)",1
"FOXO1","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"GAB3","B6D2F1 clean (N=1)",1
"GADD45G","B6D2F1 clean (N=1)",1
"GADD45GIP1","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"GANC","B6D2F1 clean (N=1)",1
"GAS2L3","B6D2F1 clean (N=1)",1
"GBX2","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"GCA","B6D2F1 clean (N=1)",1
"GCN1L1","B6D2F1 clean (N=1)",1
"GDF9","B6D2F1 clean (N=1)",1
"GFRA1","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"GK","B6D2F1 clean (N=1)",1
"GLA","B6D2F1 clean (N=1)",1
"GM10324","B6D2F1 clean (N=1)",1
"GM10704","B6D2F1 clean (N=1)",1
"GM10715","B6D2F1 clean (N=1)",1
"GM11843","B6D2F1 clean (N=1)",1
"GM13023","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"GM13083","B6D2F1 clean (N=1)",1
"GM13103","B6D2F1 clean (N=1)",1
"GM13230","B6D2F1 clean (N=1)",1
"GM13423","B6D2F1 clean (N=1)",1
"GM14139","B6D2F1 clean (N=1)",1
"GM14322","B6D2F1 clean (N=1)",1
"GM14401","B6D2F1 clean (N=1)",1
"GM15446","B6D2F1 clean (N=1)",1
"GM15681","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"GM16513","B6D2F1 clean (N=1)",1
"GM17535","B6D2F1 clean (N=1)",1
"GM19236","B6D2F1 clean (N=1)",1
"GM21304","B6D2F1 clean (N=1)",1
"GM21738","B6D2F1 clean (N=1)",1
"GM21897","B6D2F1 clean (N=1)",1
"GM21915","B6D2F1 clean (N=1)",1
"GM21994","B6D2F1 clean (N=1)",1
"GM3139","B6D2F1 clean (N=1)",1
"GM44525","B6D2F1 clean (N=1)",1
"GM47626","B6D2F1 clean (N=1)",1
"GM47654","B6D2F1 clean (N=1)",1
"GM47933","B6D2F1 clean (N=1)",1
"GM48119","B6D2F1 clean (N=1)",1
"GM48269","B6D2F1 clean (N=1)",1
"GM48416","B6D2F1 clean (N=1)",1
"GM5779","B6D2F1 clean (N=1)",1
"GM5868","B6D2F1 clean (N=1)",1
"GM5941","B6D2F1 clean (N=1)",1
"GM6205","B6D2F1 clean (N=1)",1
"GM6367","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"GM7882","B6D2F1 clean (N=1)",1
"GM8797","B6D2F1 clean (N=1)",1
"GM8935","B6D2F1 clean (N=1)",1
"GM9531","B6D2F1 clean (N=1)",1
"GM9817","B6D2F1 clean (N=1)",1
"GMCL1","B6D2F1 clean (N=1)",1
"GMPR2","B6D2F1 clean (N=1)",1
"GNA14","B6D2F1 clean (N=1)",1
"GNAS","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"GNB1","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"GNRH1","B6D2F1 clean (N=1)",1
"GOLGA2","B6D2F1 clean (N=1)",1
"GOLGA4","B6D2F1 clean (N=1)",1
"GOLPH3","B6D2F1 clean (N=1)",1
"GOLPH3L","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"GPATCH11","B6D2F1 clean (N=1)",1
"GPM6A","B6D2F1 clean (N=1)",1
"GPR107","B6D2F1 clean (N=1)",1
"GPR137C","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"GPR19","B6D2F1 clean (N=1)",1
"GPR89","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"GRHL1","B6D2F1 clean (N=1)",1
"GSTA4","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"GTF2A1L","B6D2F1 clean (N=1)",1
"GTF2IRD1","B6D2F1 clean (N=1)",1
"GUK1","B6D2F1 clean (N=1)",1
"GZF1","B6D2F1 clean (N=1)",1
"H2-D1","B6D2F1 clean (N=1)",1
"HABP4","B6D2F1 clean (N=1)",1
"HACD3","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"HBEGF","B6D2F1 clean (N=1)",1
"HBS1L","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"HECW2","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"HERC1","B6D2F1 clean (N=1)",1
"HHAT","B6D2F1 clean (N=1)",1
"HIBADH","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"HINT3","B6D2F1 clean (N=1)",1
"HIST1H1A","B6D2F1 clean (N=1)",1
"HIST1H2BC","B6D2F1 clean (N=1)",1
"HJURP","B6D2F1 clean (N=1)",1
"HMG20A","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"HMGXB4","B6D2F1 clean (N=1)",1
"HNRNPA3","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"HNRNPDL","B6D2F1 clean (N=1)|ICR clean (N=1)",2
"HOOK2","B6D2F1 clean (N=1)",1
