"gene","int","cnt"
"TEFM","B6D2F1 clean (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"TEKT2","B6D2F1 clean (N=1)|C57BL/6 x mix (N=3)",2
"TEX10","B6D2F1 clean (N=1)|C57BL/6 x mix (N=3)|ICR clean (N=1)",3
"THAP11","C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"THAP12","B6D2F1 clean (N=1)|C57BL/6 x mix (N=3)",2
"THEM4","B6D2F1 clean (N=1)|C57BL/6 x mix (N=3)|ICR clean (N=1)",3
"THOC5","B6D2F1 clean (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"TIMM23","C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"TMED4","C57BL/6 x mix (N=3)|ICR clean (N=1)",2
"TMEM11","C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"TMEM14C","B6D2F1 clean (N=1)|C57BL/6 x mix (N=3)|ICR clean (N=1)",3
"TMEM184C","B6D2F1 clean (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"TMEM216","B6D2F1 clean (N=1)|C57BL/6 x mix (N=3)",2
"TMEM251","B6D2F1 clean (N=1)|C57BL/6 x mix (N=3)|ICR clean (N=1)",3
"TMEM68","B6D2F1 clean (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"TMEM97","C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"TMPO","C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"TNKS2","B6D2F1 clean (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"TOR1A","B6D2F1 clean (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"TOR2A","C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"TPRN","C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"TRAK2","C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"TRIM13","B6D2F1 clean (N=1)|C57BL/6 x mix (N=3)",2
"TRIM28","C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"TRIP13","B6D2F1 clean (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"TRMT10C","B6D2F1 clean (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"TSC2","C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"TSC22D2","B6D2F1 clean (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"TSFM","C57BL/6 x mix (N=3)|ICR clean (N=1)",2
"TSNAX","B6D2F1 clean (N=1)|C57BL/6 x mix (N=3)",2
"TSSC4","C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"TUBA1B","B6D2F1 clean (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"TUBA3B","C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"TUBA4A","C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"TUBB6","C57BL/6 x mix (N=3)|ICR clean (N=1)",2
"TUFM","C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"TXLNA","C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"TYK2","B6D2F1 clean (N=1)|C57BL/6 x mix (N=3)",2
"UBAC2","C57BL/6 x mix (N=3)|ICR clean (N=1)",2
"UBE2E1","C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"UBE2T","C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"UBE2V1","C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"UBL3","C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"UBL5","C57BL/6 x mix (N=3)|ICR clean (N=1)",2
"UBR3","C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"UBXN8","B6D2F1 clean (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"UMPS","C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"UNK","B6D2F1 clean (N=1)|C57BL/6 x mix (N=3)",2
"UQCRFS1","C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"USP15","C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"USP17LC","B6D2F1 clean (N=1)|C57BL/6 x mix (N=3)",2
"USP32","B6D2F1 clean (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"USP34","B6D2F1 clean (N=1)|C57BL/6 x mix (N=3)",2
"USP36","C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"USP54","B6D2F1 clean (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"UTP15","B6D2F1 clean (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"UTP6","C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"VAMP3","B6D2F1 clean (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"VKORC1L1","B6D2F1 clean (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"VPS16","C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"VPS26A","B6D2F1 clean (N=1)|C57BL/6 x mix (N=3)|ICR clean (N=1)",3
"WDR26","C57BL/6 x mix (N=3)|ICR clean (N=1)",2
"WDR3","B6D2F1 clean (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"WDR74","B6D2F1 clean (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"WNK1","B6D2F1 clean (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"WWC2","C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"WWP2","B6D2F1 clean (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"YBX1","C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"YIF1B","B6D2F1 clean (N=1)|C57BL/6 x mix (N=3)|ICR clean (N=1)",3
"YTHDF1","C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"YTHDF2","B6D2F1 clean (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"YWHAE","B6D2F1 clean (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",4
"ZBTB11","B6D2F1 clean (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"ZBTB21","B6D2F1 clean (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"ZBTB43","C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"ZC3HC1","B6D2F1 clean (N=1)|C57BL/6 x mix (N=3)",2
"ZFP143","B6D2F1 clean (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"ZFP280B","C57BL/6 x mix (N=3)|ICR clean (N=1)",2
"ZFP809","B6D2F1 clean (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"ZFP821","B6D2F1 clean (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"ZFP91","B6D2F1 clean (N=1)|C57BL/6 x mix (N=3)|ICR clean (N=1)",3
"ZFP960","B6D2F1 clean (N=1)|C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",3
"ZMYM2","C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"ZNHIT2","C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"ZPR1","C57BL/6 x mix (N=3)|CAST/EiJxC57BL/6J (N=1)",2
"ZSCAN21","C57BL/6 x mix (N=3)|ICR clean (N=1)",2
"ZSCAN4D","B6D2F1 clean (N=1)|C57BL/6 x mix (N=3)",2
"5031439G07RIK","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"ABHD12","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"ABT1","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"ACAD9","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"ACD","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"ACO2","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"ACOX1","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"ACPP","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"ADAM10","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"ADAR","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"ADK","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"ADTRP","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"AFF4","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"AGFG2","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"AGGF1","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"AIFM1","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"AKIRIN1","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"AKR1A1","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"AKT1","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"ALDH1A3","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"ALKBH5","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"ALMS1","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"AMBRA1","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"AMMECR1L","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"AP3M1","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"AP4E1","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"AP5S1","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"APH1A","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"APOPT1","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"ARF3","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"ARF5","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"ARHGAP10","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"ARHGAP39","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"ARHGDIA","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"ARHGEF4","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"ARHGEF7","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"ARIH1","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"ARL1","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"ARL15","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"ARL5A","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"ARMC7","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"ASB13","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"ATE1","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"ATG12","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"ATP11B","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"ATP5A1","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"ATP6V0E2","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"ATR","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"ATXN1L","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"ATXN2","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"ATXN2L","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"AUTS2","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"AXIN2","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"AZIN1","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"BACH1","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"BAG4","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"BAZ1A","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"BAZ2A","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"BCAR3","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"BCAS2","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"BEND3","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"BICRAL","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"BLM","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"BNC2","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"BOD1L","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"BOP1","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"BRAP","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"BRD3","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"BRD4","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"BRI3","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"BTF3","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"C730034F03RIK","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"CADM1","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"CALM3","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"CAND1","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"CAPZB","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"CARS2","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"CBFB","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"CBL","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"CCDC62","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"CCDC63","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"CCDC91","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"CCNE2","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"CCP110","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"CCPG1OS","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"CCR5","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"CDC14B","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"CDC27","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"CDC40","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"CDCA8","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"CDIP1","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"CDK12","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"CENPF","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"CENPM","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"CEP295","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"CEP70","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"CEP89","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"CERS2","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"CFAP298","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"CHAF1A","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"CHD9","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"CKB","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"CLCC1","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"CLEC10A","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"CLPP","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"CNOT6L","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"COA4","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"COMT","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"COPA","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"CPHX3","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"CREBZF","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"CRLF3","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"CRYZL2","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"CSDE1","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"CSNK1G3","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"CSPRS","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"CTCF","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"CTDNEP1","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"CTR9","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"CUL5","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"CWC15","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"CYFIP1","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"D130007C19RIK","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"DCAF10","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"DCTD","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"DCUN1D1","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"DCUN1D3","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"DDB1","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"DDHD1","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"DDX17","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"DEF8","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"DEPDC7","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"DGKA","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"DHDH","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"DHX32","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"DHX40","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"DLST","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"DNAJC21","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"DNAJC30","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"DOLK","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"DPF2","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"DPPA3","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"DSTYK","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"DTL","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"DTX2","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"E330014E10RIK","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"ECI2","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"EEF1A1","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"EEF1AKMT2","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"EGFR","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"EGLN1","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"EGLN2","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"EIF2B1","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"EIF2S2","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"EIF3F","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"EIF4ENIF1","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"ELK4","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"ELL","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"ELOF1","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"EMB","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"EML4","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"EP300","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"EPB41L2","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"EPB41L5","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"EPN2","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"EPS15","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"EPS15L1","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"ERBIN","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"ERCC1","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"ERCC6","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"ERCC6L","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"ERGIC2","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"ERN1","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"ERRFI1","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"EXOSC10","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"FAF1","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"FAM107B","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"FAM117B","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"FAM118A","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"FAM13B","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"FAM160A1","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"FAM192A","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"FAM193A","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"FAM220A","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"FAM91A1","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"FASTKD1","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"FBRSL1","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"FBXL12","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"FBXO42","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"FKBP5","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"FLCN","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"FOXK2","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"FOXN3","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"FPGS","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"FUT8","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"GATAD2A","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"GATAD2B","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"GBF1","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"GCH1","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",3
"GCNT2","CAST/EiJxC57BL/6J (N=1)|ICR clean (N=1)",2
"GEMIN7","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"GINS2","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"GKAP1","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"GLRX5","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"GM10012","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"GM10499","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"GM10721","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"GM11168","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
"GM13212","B6D2F1 clean (N=1)|CAST/EiJxC57BL/6J (N=1)",2
